,Origin,Destination,Total_pax,Connected_at
651,EHEH,LGAV,0.0,LIRF
652,EHEH,BIKF,0.0,LIRF
653,EHEH,EETN,0.0,LIRF
654,EHEH,LKPR,0.0,LIRF
655,EHEH,FACT,0.0,LIRF
656,EHEH,ESSA,0.0,LIRF
657,EHEH,EGPH,0.0,LIRF
658,EHEH,LFQQ,0.0,LIRF
659,EHEH,LPPT,0.0,LIRF
660,EFHK,LIRF,0.0,LIRF
661,EFHK,EDDT,0.0,LIRF
662,EFHK,RJAA,0.0,LIRF
663,EFHK,EDDM,0.0,LIRF
664,EFHK,LFPG,0.0,LIRF
665,EFHK,SAEZ,0.0,LIRF
666,EFHK,CYYZ,0.0,LIRF
667,EFHK,MMMX,0.0,LIRF
668,EFHK,CYVR,0.0,LIRF
669,EFHK,EDDF,0.0,LIRF
670,EFHK,KJFK,0.0,LIRF
671,EFHK,SBGL,0.0,LIRF
672,EFHK,LEMD,0.0,LIRF
673,EFHK,ZSPD,0.0,LIRF
674,EFHK,OMDB,0.0,LIRF
675,EFHK,LTFM,0.0,LIRF
676,EFHK,ZBAA,0.0,LIRF
677,EFHK,VIDP,0.0,LIRF
678,EFHK,EFRO,0.0,LIRF
679,EFHK,EHEH,0.0,LIRF
680,EFHK,EFHK,-0.0,LIRF
681,EFHK,LDZA,0.0,LIRF
682,EFHK,EBBR,0.0,LIRF
683,EFHK,EIDW,0.0,LIRF
684,EFHK,LGAV,0.0,LIRF
685,EFHK,BIKF,0.0,LIRF
686,EFHK,EETN,0.0,LIRF
687,EFHK,LKPR,0.0,LIRF
688,EFHK,FACT,0.0,LIRF
689,EFHK,ESSA,0.0,LIRF
690,EFHK,EGPH,0.0,LIRF
691,EFHK,LFQQ,0.0,LIRF
692,EFHK,LPPT,0.0,LIRF
693,LDZA,LIRF,0.0,LIRF
694,LDZA,EDDT,0.0,LIRF
695,LDZA,RJAA,0.0,LIRF
696,LDZA,EDDM,0.0,LIRF
697,LDZA,LFPG,0.0,LIRF
698,LDZA,SAEZ,0.0,LIRF
699,LDZA,CYYZ,0.0,LIRF
700,LDZA,MMMX,0.0,LIRF
701,LDZA,CYVR,0.0,LIRF
702,LDZA,EDDF,0.0,LIRF
703,LDZA,KJFK,0.0,LIRF
704,LDZA,SBGL,0.0,LIRF
705,LDZA,LEMD,0.0,LIRF
706,LDZA,ZSPD,0.0,LIRF
707,LDZA,OMDB,0.0,LIRF
708,LDZA,LTFM,0.0,LIRF
709,LDZA,ZBAA,0.0,LIRF
710,LDZA,VIDP,0.0,LIRF
711,LDZA,EFRO,0.0,LIRF
712,LDZA,EHEH,0.0,LIRF
713,LDZA,EFHK,0.0,LIRF
714,LDZA,LDZA,-0.0,LIRF
715,LDZA,EBBR,0.0,LIRF
716,LDZA,EIDW,0.0,LIRF
717,LDZA,LGAV,0.0,LIRF
718,LDZA,BIKF,0.0,LIRF
719,LDZA,EETN,0.0,LIRF
720,LDZA,LKPR,0.0,LIRF
721,LDZA,FACT,0.0,LIRF
722,LDZA,ESSA,0.0,LIRF
723,LDZA,EGPH,0.0,LIRF
724,LDZA,LFQQ,0.0,LIRF
725,LDZA,LPPT,0.0,LIRF
726,EBBR,LIRF,0.0,LIRF
727,EBBR,EDDT,0.0,LIRF
728,EBBR,RJAA,0.0,LIRF
729,EBBR,EDDM,0.0,LIRF
730,EBBR,LFPG,0.0,LIRF
731,EBBR,SAEZ,0.0,LIRF
732,EBBR,CYYZ,0.0,LIRF
733,EBBR,MMMX,0.0,LIRF
734,EBBR,CYVR,0.0,LIRF
735,EBBR,EDDF,0.0,LIRF
736,EBBR,KJFK,0.0,LIRF
737,EBBR,SBGL,0.0,LIRF
738,EBBR,LEMD,0.0,LIRF
739,EBBR,ZSPD,0.0,LIRF
740,EBBR,OMDB,0.0,LIRF
741,EBBR,LTFM,0.0,LIRF
742,EBBR,ZBAA,0.0,LIRF
743,EBBR,VIDP,0.0,LIRF
744,EBBR,EFRO,0.0,LIRF
745,EBBR,EHEH,0.0,LIRF
746,EBBR,EFHK,0.0,LIRF
747,EBBR,LDZA,0.0,LIRF
748,EBBR,EBBR,-0.0,LIRF
749,EBBR,EIDW,0.0,LIRF
750,EBBR,LGAV,0.0,LIRF
751,EBBR,BIKF,0.0,LIRF
752,EBBR,EETN,0.0,LIRF
753,EBBR,LKPR,0.0,LIRF
754,EBBR,FACT,0.0,LIRF
755,EBBR,ESSA,0.0,LIRF
756,EBBR,EGPH,0.0,LIRF
757,EBBR,LFQQ,0.0,LIRF
758,EBBR,LPPT,0.0,LIRF
759,EIDW,LIRF,0.0,LIRF
760,EIDW,EDDT,0.0,LIRF
761,EIDW,RJAA,0.0,LIRF
762,EIDW,EDDM,0.0,LIRF
763,EIDW,LFPG,0.0,LIRF
764,EIDW,SAEZ,0.0,LIRF
765,EIDW,CYYZ,0.0,LIRF
766,EIDW,MMMX,0.0,LIRF
767,EIDW,CYVR,0.0,LIRF
768,EIDW,EDDF,0.0,LIRF
769,EIDW,KJFK,0.0,LIRF
770,EIDW,SBGL,0.0,LIRF
771,EIDW,LEMD,0.0,LIRF
772,EIDW,ZSPD,0.0,LIRF
773,EIDW,OMDB,0.0,LIRF
774,EIDW,LTFM,0.0,LIRF
775,EIDW,ZBAA,0.0,LIRF
776,EIDW,VIDP,0.0,LIRF
777,EIDW,EFRO,0.0,LIRF
778,EIDW,EHEH,0.0,LIRF
779,EIDW,EFHK,0.0,LIRF
780,EIDW,LDZA,0.0,LIRF
781,EIDW,EBBR,0.0,LIRF
782,EIDW,EIDW,-0.0,LIRF
783,EIDW,LGAV,0.0,LIRF
784,EIDW,BIKF,0.0,LIRF
785,EIDW,EETN,0.0,LIRF
786,EIDW,LKPR,0.0,LIRF
787,EIDW,FACT,0.0,LIRF
788,EIDW,ESSA,0.0,LIRF
789,EIDW,EGPH,0.0,LIRF
790,EIDW,LFQQ,0.0,LIRF
791,EIDW,LPPT,0.0,LIRF
792,LGAV,LIRF,0.0,LIRF
793,LGAV,EDDT,0.0,LIRF
794,LGAV,RJAA,0.0,LIRF
795,LGAV,EDDM,0.0,LIRF
796,LGAV,LFPG,0.0,LIRF
797,LGAV,SAEZ,0.0,LIRF
798,LGAV,CYYZ,0.0,LIRF
799,LGAV,MMMX,0.0,LIRF
800,LGAV,CYVR,0.0,LIRF
801,LGAV,EDDF,0.0,LIRF
802,LGAV,KJFK,0.0,LIRF
803,LGAV,SBGL,0.0,LIRF
804,LGAV,LEMD,0.0,LIRF
805,LGAV,ZSPD,0.0,LIRF
806,LGAV,OMDB,0.0,LIRF
807,LGAV,LTFM,0.0,LIRF
808,LGAV,ZBAA,0.0,LIRF
809,LGAV,VIDP,0.0,LIRF
810,LGAV,EFRO,0.0,LIRF
811,LGAV,EHEH,0.0,LIRF
812,LGAV,EFHK,0.0,LIRF
813,LGAV,LDZA,0.0,LIRF
814,LGAV,EBBR,0.0,LIRF
815,LGAV,EIDW,0.0,LIRF
816,LGAV,LGAV,-0.0,LIRF
817,LGAV,BIKF,0.0,LIRF
818,LGAV,EETN,0.0,LIRF
819,LGAV,LKPR,0.0,LIRF
820,LGAV,FACT,0.0,LIRF
821,LGAV,ESSA,0.0,LIRF
822,LGAV,EGPH,0.0,LIRF
823,LGAV,LFQQ,0.0,LIRF
824,LGAV,LPPT,0.0,LIRF
825,BIKF,LIRF,0.0,LIRF
826,BIKF,EDDT,0.0,LIRF
827,BIKF,RJAA,0.0,LIRF
828,BIKF,EDDM,0.0,LIRF
829,BIKF,LFPG,0.0,LIRF
830,BIKF,SAEZ,0.0,LIRF
831,BIKF,CYYZ,0.0,LIRF
832,BIKF,MMMX,0.0,LIRF
833,BIKF,CYVR,0.0,LIRF
834,BIKF,EDDF,0.0,LIRF
835,BIKF,KJFK,0.0,LIRF
836,BIKF,SBGL,0.0,LIRF
837,BIKF,LEMD,0.0,LIRF
838,BIKF,ZSPD,0.0,LIRF
839,BIKF,OMDB,0.0,LIRF
840,BIKF,LTFM,0.0,LIRF
841,BIKF,ZBAA,0.0,LIRF
842,BIKF,VIDP,0.0,LIRF
843,BIKF,EFRO,0.0,LIRF
844,BIKF,EHEH,0.0,LIRF
845,BIKF,EFHK,0.0,LIRF
846,BIKF,LDZA,0.0,LIRF
847,BIKF,EBBR,0.0,LIRF
848,BIKF,EIDW,0.0,LIRF
849,BIKF,LGAV,0.0,LIRF
850,BIKF,BIKF,-0.0,LIRF
851,BIKF,EETN,0.0,LIRF
852,BIKF,LKPR,0.0,LIRF
853,BIKF,FACT,0.0,LIRF
854,BIKF,ESSA,0.0,LIRF
855,BIKF,EGPH,0.0,LIRF
856,BIKF,LFQQ,0.0,LIRF
857,BIKF,LPPT,0.0,LIRF
858,EETN,LIRF,0.0,LIRF
859,EETN,EDDT,0.0,LIRF
860,EETN,RJAA,0.0,LIRF
861,EETN,EDDM,0.0,LIRF
862,EETN,LFPG,0.0,LIRF
863,EETN,SAEZ,0.0,LIRF
864,EETN,CYYZ,0.0,LIRF
865,EETN,MMMX,0.0,LIRF
866,EETN,CYVR,0.0,LIRF
867,EETN,EDDF,0.0,LIRF
868,EETN,KJFK,0.0,LIRF
869,EETN,SBGL,0.0,LIRF
870,EETN,LEMD,0.0,LIRF
871,EETN,ZSPD,0.0,LIRF
872,EETN,OMDB,0.0,LIRF
873,EETN,LTFM,0.0,LIRF
874,EETN,ZBAA,0.0,LIRF
875,EETN,VIDP,0.0,LIRF
876,EETN,EFRO,0.0,LIRF
877,EETN,EHEH,0.0,LIRF
878,EETN,EFHK,0.0,LIRF
879,EETN,LDZA,0.0,LIRF
880,EETN,EBBR,0.0,LIRF
881,EETN,EIDW,0.0,LIRF
882,EETN,LGAV,0.0,LIRF
883,EETN,BIKF,0.0,LIRF
884,EETN,EETN,-0.0,LIRF
885,EETN,LKPR,0.0,LIRF
886,EETN,FACT,0.0,LIRF
887,EETN,ESSA,0.0,LIRF
888,EETN,EGPH,0.0,LIRF
889,EETN,LFQQ,0.0,LIRF
890,EETN,LPPT,0.0,LIRF
891,LKPR,LIRF,0.0,LIRF
892,LKPR,EDDT,0.0,LIRF
893,LKPR,RJAA,0.0,LIRF
894,LKPR,EDDM,0.0,LIRF
895,LKPR,LFPG,0.0,LIRF
896,LKPR,SAEZ,0.0,LIRF
897,LKPR,CYYZ,0.0,LIRF
898,LKPR,MMMX,0.0,LIRF
899,LKPR,CYVR,0.0,LIRF
900,LKPR,EDDF,0.0,LIRF
901,LKPR,KJFK,0.0,LIRF
902,LKPR,SBGL,0.0,LIRF
903,LKPR,LEMD,0.0,LIRF
904,LKPR,ZSPD,0.0,LIRF
905,LKPR,OMDB,0.0,LIRF
906,LKPR,LTFM,0.0,LIRF
907,LKPR,ZBAA,0.0,LIRF
908,LKPR,VIDP,0.0,LIRF
909,LKPR,EFRO,0.0,LIRF
910,LKPR,EHEH,0.0,LIRF
911,LKPR,EFHK,0.0,LIRF
912,LKPR,LDZA,0.0,LIRF
913,LKPR,EBBR,0.0,LIRF
914,LKPR,EIDW,0.0,LIRF
915,LKPR,LGAV,0.0,LIRF
916,LKPR,BIKF,0.0,LIRF
917,LKPR,EETN,0.0,LIRF
918,LKPR,LKPR,-0.0,LIRF
919,LKPR,FACT,0.0,LIRF
920,LKPR,ESSA,0.0,LIRF
921,LKPR,EGPH,0.0,LIRF
922,LKPR,LFQQ,0.0,LIRF
923,LKPR,LPPT,0.0,LIRF
924,FACT,LIRF,0.0,LIRF
925,FACT,EDDT,0.0,LIRF
926,FACT,RJAA,0.0,LIRF
927,FACT,EDDM,0.0,LIRF
928,FACT,LFPG,0.0,LIRF
929,FACT,SAEZ,0.0,LIRF
930,FACT,CYYZ,0.0,LIRF
931,FACT,MMMX,0.0,LIRF
932,FACT,CYVR,0.0,LIRF
933,FACT,EDDF,0.0,LIRF
934,FACT,KJFK,0.0,LIRF
935,FACT,SBGL,0.0,LIRF
936,FACT,LEMD,0.0,LIRF
937,FACT,ZSPD,0.0,LIRF
938,FACT,OMDB,0.0,LIRF
939,FACT,LTFM,0.0,LIRF
940,FACT,ZBAA,0.0,LIRF
941,FACT,VIDP,0.0,LIRF
942,FACT,EFRO,0.0,LIRF
943,FACT,EHEH,0.0,LIRF
944,FACT,EFHK,0.0,LIRF
945,FACT,LDZA,0.0,LIRF
946,FACT,EBBR,0.0,LIRF
947,FACT,EIDW,0.0,LIRF
948,FACT,LGAV,0.0,LIRF
949,FACT,BIKF,0.0,LIRF
950,FACT,EETN,0.0,LIRF
951,FACT,LKPR,0.0,LIRF
952,FACT,FACT,-0.0,LIRF
953,FACT,ESSA,0.0,LIRF
954,FACT,EGPH,0.0,LIRF
955,FACT,LFQQ,0.0,LIRF
956,FACT,LPPT,0.0,LIRF
957,ESSA,LIRF,0.0,LIRF
958,ESSA,EDDT,0.0,LIRF
959,ESSA,RJAA,0.0,LIRF
960,ESSA,EDDM,0.0,LIRF
961,ESSA,LFPG,0.0,LIRF
962,ESSA,SAEZ,0.0,LIRF
963,ESSA,CYYZ,0.0,LIRF
964,ESSA,MMMX,0.0,LIRF
965,ESSA,CYVR,0.0,LIRF
966,ESSA,EDDF,0.0,LIRF
967,ESSA,KJFK,0.0,LIRF
968,ESSA,SBGL,0.0,LIRF
969,ESSA,LEMD,0.0,LIRF
970,ESSA,ZSPD,0.0,LIRF
971,ESSA,OMDB,0.0,LIRF
972,ESSA,LTFM,0.0,LIRF
973,ESSA,ZBAA,0.0,LIRF
974,ESSA,VIDP,0.0,LIRF
975,ESSA,EFRO,0.0,LIRF
976,ESSA,EHEH,0.0,LIRF
977,ESSA,EFHK,0.0,LIRF
978,ESSA,LDZA,0.0,LIRF
979,ESSA,EBBR,0.0,LIRF
980,ESSA,EIDW,0.0,LIRF
981,ESSA,LGAV,0.0,LIRF
982,ESSA,BIKF,0.0,LIRF
983,ESSA,EETN,0.0,LIRF
984,ESSA,LKPR,0.0,LIRF
985,ESSA,FACT,0.0,LIRF
986,ESSA,ESSA,-0.0,LIRF
987,ESSA,EGPH,0.0,LIRF
988,ESSA,LFQQ,0.0,LIRF
989,ESSA,LPPT,0.0,LIRF
990,EGPH,LIRF,0.0,LIRF
991,EGPH,EDDT,0.0,LIRF
992,EGPH,RJAA,0.0,LIRF
993,EGPH,EDDM,0.0,LIRF
994,EGPH,LFPG,0.0,LIRF
995,EGPH,SAEZ,0.0,LIRF
996,EGPH,CYYZ,0.0,LIRF
997,EGPH,MMMX,0.0,LIRF
998,EGPH,CYVR,0.0,LIRF
999,EGPH,EDDF,0.0,LIRF
1000,EGPH,KJFK,0.0,LIRF
1001,EGPH,SBGL,0.0,LIRF
1002,EGPH,LEMD,0.0,LIRF
1003,EGPH,ZSPD,0.0,LIRF
1004,EGPH,OMDB,0.0,LIRF
1005,EGPH,LTFM,0.0,LIRF
1006,EGPH,ZBAA,0.0,LIRF
1007,EGPH,VIDP,0.0,LIRF
1008,EGPH,EFRO,0.0,LIRF
1009,EGPH,EHEH,0.0,LIRF
1010,EGPH,EFHK,0.0,LIRF
1011,EGPH,LDZA,0.0,LIRF
1012,EGPH,EBBR,0.0,LIRF
1013,EGPH,EIDW,0.0,LIRF
1014,EGPH,LGAV,0.0,LIRF
1015,EGPH,BIKF,0.0,LIRF
1016,EGPH,EETN,0.0,LIRF
1017,EGPH,LKPR,0.0,LIRF
1018,EGPH,FACT,0.0,LIRF
1019,EGPH,ESSA,0.0,LIRF
1020,EGPH,EGPH,-0.0,LIRF
1021,EGPH,LFQQ,0.0,LIRF
1022,EGPH,LPPT,0.0,LIRF
1023,LFQQ,LIRF,0.0,LIRF
1024,LFQQ,EDDT,0.0,LIRF
1025,LFQQ,RJAA,0.0,LIRF
1026,LFQQ,EDDM,0.0,LIRF
1027,LFQQ,LFPG,0.0,LIRF
1028,LFQQ,SAEZ,0.0,LIRF
1029,LFQQ,CYYZ,0.0,LIRF
1030,LFQQ,MMMX,0.0,LIRF
1031,LFQQ,CYVR,0.0,LIRF
1032,LFQQ,EDDF,0.0,LIRF
1033,LFQQ,KJFK,0.0,LIRF
1034,LFQQ,SBGL,0.0,LIRF
1035,LFQQ,LEMD,0.0,LIRF
1036,LFQQ,ZSPD,0.0,LIRF
1037,LFQQ,OMDB,0.0,LIRF
1038,LFQQ,LTFM,0.0,LIRF
1039,LFQQ,ZBAA,0.0,LIRF
1040,LFQQ,VIDP,0.0,LIRF
1041,LFQQ,EFRO,0.0,LIRF
1042,LFQQ,EHEH,0.0,LIRF
1043,LFQQ,EFHK,0.0,LIRF
1044,LFQQ,LDZA,0.0,LIRF
1045,LFQQ,EBBR,0.0,LIRF
1046,LFQQ,EIDW,0.0,LIRF
1047,LFQQ,LGAV,0.0,LIRF
1048,LFQQ,BIKF,0.0,LIRF
1049,LFQQ,EETN,0.0,LIRF
1050,LFQQ,LKPR,0.0,LIRF
1051,LFQQ,FACT,0.0,LIRF
1052,LFQQ,ESSA,0.0,LIRF
1053,LFQQ,EGPH,0.0,LIRF
1054,LFQQ,LFQQ,-0.0,LIRF
1055,LFQQ,LPPT,0.0,LIRF
1056,LPPT,LIRF,0.0,LIRF
1057,LPPT,EDDT,0.0,LIRF
1058,LPPT,RJAA,0.0,LIRF
1059,LPPT,EDDM,0.0,LIRF
1060,LPPT,LFPG,0.0,LIRF
1061,LPPT,SAEZ,0.0,LIRF
1062,LPPT,CYYZ,0.0,LIRF
1063,LPPT,MMMX,0.0,LIRF
1064,LPPT,CYVR,0.0,LIRF
1065,LPPT,EDDF,0.0,LIRF
1066,LPPT,KJFK,0.0,LIRF
1067,LPPT,SBGL,0.0,LIRF
1068,LPPT,LEMD,0.0,LIRF
1069,LPPT,ZSPD,0.0,LIRF
1070,LPPT,OMDB,0.0,LIRF
1071,LPPT,LTFM,0.0,LIRF
1072,LPPT,ZBAA,0.0,LIRF
1073,LPPT,VIDP,0.0,LIRF
1074,LPPT,EFRO,0.0,LIRF
1075,LPPT,EHEH,0.0,LIRF
1076,LPPT,EFHK,0.0,LIRF
1077,LPPT,LDZA,0.0,LIRF
1078,LPPT,EBBR,0.0,LIRF
1079,LPPT,EIDW,0.0,LIRF
1080,LPPT,LGAV,0.0,LIRF
1081,LPPT,BIKF,0.0,LIRF
1082,LPPT,EETN,0.0,LIRF
1083,LPPT,LKPR,0.0,LIRF
1084,LPPT,FACT,0.0,LIRF
1085,LPPT,ESSA,0.0,LIRF
1086,LPPT,EGPH,0.0,LIRF
1087,LPPT,LFQQ,0.0,LIRF
1088,LPPT,LPPT,-0.0,LIRF
