,ICAO Code_origin,ICAO Code_destination,Origin,Destination,Line,Total_flights_AC_1,Total_flights_AC_2,Total_flights_AC_3,Total_pax,OD_pair
143,LFPG,SBGL,POINT (2.55 49.0128),POINT (-43.2566 -22.8053),"LINESTRING (2.55 49.0128, -43.2566 -22.8053)",0.0,0.0,1.0,120.0,LFPG_SBGL
144,LFPG,LEMD,POINT (2.55 49.0128),POINT (-3.5626 40.4719),"LINESTRING (2.55 49.0128, -3.5626 40.4719)",-0.0,2.0,-0.0,215.0,LEMD_LFPG
145,LFPG,ZSPD,POINT (2.55 49.0128),POINT (121.8083 31.1443),"LINESTRING (2.55 49.0128, 121.8083 31.1443)",0.0,0.0,1.0,208.0,LFPG_ZSPD
146,LFPG,OMDB,POINT (2.55 49.0128),POINT (55.3641 25.2566),"LINESTRING (2.55 49.0128, 55.3641 25.2566)",0.0,1.0,-0.0,101.0,LFPG_OMDB
147,LFPG,LTFM,POINT (2.55 49.0128),POINT (28.7425 41.2593),"LINESTRING (2.55 49.0128, 28.7425 41.2593)",-0.0,2.0,-0.0,222.0,LFPG_LTFM
148,LFPG,ZBAA,POINT (2.55 49.0128),POINT (116.6031 40.0799),"LINESTRING (2.55 49.0128, 116.6031 40.0799)",0.0,0.0,1.0,191.0,LFPG_ZBAA
149,LFPG,VIDP,POINT (2.55 49.0128),POINT (77.1006 28.5567),"LINESTRING (2.55 49.0128, 77.1006 28.5567)",0.0,0.0,1.0,229.0,LFPG_VIDP
150,LFPG,EFRO,POINT (2.55 49.0128),POINT (25.8275 66.55800000000001),"LINESTRING (2.55 49.0128, 25.8275 66.55800000000001)",-0.0,-0.0,-0.0,-0.0,EFRO_LFPG
151,LFPG,EHEH,POINT (2.55 49.0128),POINT (5.3784 51.4505),"LINESTRING (2.55 49.0128, 5.3784 51.4505)",1.0,-0.0,-0.0,56.0,EHEH_LFPG
152,LFPG,EFHK,POINT (2.55 49.0128),POINT (24.9633 60.3172),"LINESTRING (2.55 49.0128, 24.9633 60.3172)",-0.0,1.0,-0.0,86.0,EFHK_LFPG
153,LFPG,LDZA,POINT (2.55 49.0128),POINT (16.0675 45.7407),"LINESTRING (2.55 49.0128, 16.0675 45.7407)",1.0,-0.0,-0.0,56.0,LDZA_LFPG
154,LFPG,EBBR,POINT (2.55 49.0128),POINT (4.4859 50.9002),"LINESTRING (2.55 49.0128, 4.4859 50.9002)",-0.0,2.0,-0.0,205.0,EBBR_LFPG
155,LFPG,EIDW,POINT (2.55 49.0128),POINT (-6.2701 53.4213),"LINESTRING (2.55 49.0128, -6.2701 53.4213)",-0.0,1.0,-0.0,120.0,EIDW_LFPG
156,LFPG,LGAV,POINT (2.55 49.0128),POINT (23.948 37.9362),"LINESTRING (2.55 49.0128, 23.948 37.9362)",-0.0,1.0,-0.0,120.0,LFPG_LGAV
157,LFPG,BIKF,POINT (2.55 49.0128),POINT (-21.9466 64.1318),"LINESTRING (2.55 49.0128, -21.9466 64.1318)",1.0,-0.0,-0.0,30.0,BIKF_LFPG
158,LFPG,EETN,POINT (2.55 49.0128),POINT (24.8165 59.4144),"LINESTRING (2.55 49.0128, 24.8165 59.4144)",1.0,-0.0,-0.0,46.0,EETN_LFPG
159,LFPG,LKPR,POINT (2.55 49.0128),POINT (14.2632 50.1018),"LINESTRING (2.55 49.0128, 14.2632 50.1018)",-0.0,1.0,-0.0,114.0,LFPG_LKPR
160,LFPG,FACT,POINT (2.55 49.0128),POINT (18.6021 -33.9715),"LINESTRING (2.55 49.0128, 18.6021 -33.9715)",0.0,0.0,-0.0,-0.0,FACT_LFPG
161,LFPG,ESSA,POINT (2.55 49.0128),POINT (17.9186 59.6519),"LINESTRING (2.55 49.0128, 17.9186 59.6519)",-0.0,1.0,-0.0,117.0,ESSA_LFPG
162,LFPG,EGPH,POINT (2.55 49.0128),POINT (-3.3725 55.95),"LINESTRING (2.55 49.0128, -3.3725 55.95)",1.0,-0.0,-0.0,56.0,EGPH_LFPG
163,LFPG,LFQQ,POINT (2.55 49.0128),POINT (3.1025 50.5669),"LINESTRING (2.55 49.0128, 3.1025 50.5669)",3.0,0.0,-0.0,136.0,LFPG_LFQQ
164,LFPG,LPPT,POINT (2.55 49.0128),POINT (-9.135899999999999 38.7813),"LINESTRING (2.55 49.0128, -9.135899999999999 38.7813)",-0.0,1.0,-0.0,109.0,LFPG_LPPT
165,SAEZ,LIRF,POINT (-58.5373 -34.8165),POINT (12.239712 41.77354),"LINESTRING (-58.5373 -34.8165, 12.239712 41.77354)",0.0,0.0,0.0,-0.0,LIRF_SAEZ
166,SAEZ,EDDT,POINT (-58.5373 -34.8165),POINT (13.2877 52.5597),"LINESTRING (-58.5373 -34.8165, 13.2877 52.5597)",0.0,0.0,0.0,0.0,EDDT_SAEZ
167,SAEZ,RJAA,POINT (-58.5373 -34.8165),POINT (140.3843 35.7702),"LINESTRING (-58.5373 -34.8165, 140.3843 35.7702)",0.0,0.0,0.0,0.0,RJAA_SAEZ
168,SAEZ,EDDM,POINT (-58.5373 -34.8165),POINT (11.7861 48.3538),"LINESTRING (-58.5373 -34.8165, 11.7861 48.3538)",0.0,0.0,0.0,0.0,EDDM_SAEZ
169,SAEZ,LFPG,POINT (-58.5373 -34.8165),POINT (2.55 49.0128),"LINESTRING (-58.5373 -34.8165, 2.55 49.0128)",0.0,0.0,1.0,123.0,LFPG_SAEZ
171,SAEZ,CYYZ,POINT (-58.5373 -34.8165),POINT (-79.61450000000001 43.6817),"LINESTRING (-58.5373 -34.8165, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_SAEZ
172,SAEZ,MMMX,POINT (-58.5373 -34.8165),POINT (-99.0719 19.4361),"LINESTRING (-58.5373 -34.8165, -99.0719 19.4361)",0.0,0.0,1.0,142.0,MMMX_SAEZ
173,SAEZ,CYVR,POINT (-58.5373 -34.8165),POINT (-123.1788 49.1951),"LINESTRING (-58.5373 -34.8165, -123.1788 49.1951)",0.0,0.0,0.0,0.0,CYVR_SAEZ
174,SAEZ,EDDF,POINT (-58.5373 -34.8165),POINT (8.570600000000001 50.0333),"LINESTRING (-58.5373 -34.8165, 8.570600000000001 50.0333)",0.0,0.0,0.0,0.0,EDDF_SAEZ
175,SAEZ,KJFK,POINT (-58.5373 -34.8165),POINT (-73.77970000000001 40.6446),"LINESTRING (-58.5373 -34.8165, -73.77970000000001 40.6446)",0.0,0.0,1.0,159.0,KJFK_SAEZ
176,SAEZ,SBGL,POINT (-58.5373 -34.8165),POINT (-43.2566 -22.8053),"LINESTRING (-58.5373 -34.8165, -43.2566 -22.8053)",1.0,1.0,-0.0,147.0,SAEZ_SBGL
177,SAEZ,LEMD,POINT (-58.5373 -34.8165),POINT (-3.5626 40.4719),"LINESTRING (-58.5373 -34.8165, -3.5626 40.4719)",0.0,0.0,-0.0,-0.0,LEMD_SAEZ
178,SAEZ,ZSPD,POINT (-58.5373 -34.8165),POINT (121.8083 31.1443),"LINESTRING (-58.5373 -34.8165, 121.8083 31.1443)",0.0,0.0,0.0,0.0,SAEZ_ZSPD
179,SAEZ,OMDB,POINT (-58.5373 -34.8165),POINT (55.3641 25.2566),"LINESTRING (-58.5373 -34.8165, 55.3641 25.2566)",0.0,0.0,0.0,0.0,OMDB_SAEZ
180,SAEZ,LTFM,POINT (-58.5373 -34.8165),POINT (28.7425 41.2593),"LINESTRING (-58.5373 -34.8165, 28.7425 41.2593)",0.0,0.0,0.0,0.0,LTFM_SAEZ
181,SAEZ,ZBAA,POINT (-58.5373 -34.8165),POINT (116.6031 40.0799),"LINESTRING (-58.5373 -34.8165, 116.6031 40.0799)",0.0,0.0,0.0,0.0,SAEZ_ZBAA
182,SAEZ,VIDP,POINT (-58.5373 -34.8165),POINT (77.1006 28.5567),"LINESTRING (-58.5373 -34.8165, 77.1006 28.5567)",0.0,0.0,0.0,0.0,SAEZ_VIDP
183,SAEZ,EFRO,POINT (-58.5373 -34.8165),POINT (25.8275 66.55800000000001),"LINESTRING (-58.5373 -34.8165, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_SAEZ
184,SAEZ,EHEH,POINT (-58.5373 -34.8165),POINT (5.3784 51.4505),"LINESTRING (-58.5373 -34.8165, 5.3784 51.4505)",0.0,0.0,0.0,0.0,EHEH_SAEZ
185,SAEZ,EFHK,POINT (-58.5373 -34.8165),POINT (24.9633 60.3172),"LINESTRING (-58.5373 -34.8165, 24.9633 60.3172)",0.0,0.0,0.0,0.0,EFHK_SAEZ
186,SAEZ,LDZA,POINT (-58.5373 -34.8165),POINT (16.0675 45.7407),"LINESTRING (-58.5373 -34.8165, 16.0675 45.7407)",0.0,0.0,0.0,0.0,LDZA_SAEZ
187,SAEZ,EBBR,POINT (-58.5373 -34.8165),POINT (4.4859 50.9002),"LINESTRING (-58.5373 -34.8165, 4.4859 50.9002)",0.0,0.0,0.0,0.0,EBBR_SAEZ
188,SAEZ,EIDW,POINT (-58.5373 -34.8165),POINT (-6.2701 53.4213),"LINESTRING (-58.5373 -34.8165, -6.2701 53.4213)",0.0,0.0,0.0,0.0,EIDW_SAEZ
189,SAEZ,LGAV,POINT (-58.5373 -34.8165),POINT (23.948 37.9362),"LINESTRING (-58.5373 -34.8165, 23.948 37.9362)",0.0,0.0,0.0,0.0,LGAV_SAEZ
190,SAEZ,BIKF,POINT (-58.5373 -34.8165),POINT (-21.9466 64.1318),"LINESTRING (-58.5373 -34.8165, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_SAEZ
191,SAEZ,EETN,POINT (-58.5373 -34.8165),POINT (24.8165 59.4144),"LINESTRING (-58.5373 -34.8165, 24.8165 59.4144)",0.0,0.0,0.0,0.0,EETN_SAEZ
192,SAEZ,LKPR,POINT (-58.5373 -34.8165),POINT (14.2632 50.1018),"LINESTRING (-58.5373 -34.8165, 14.2632 50.1018)",0.0,0.0,0.0,0.0,LKPR_SAEZ
193,SAEZ,FACT,POINT (-58.5373 -34.8165),POINT (18.6021 -33.9715),"LINESTRING (-58.5373 -34.8165, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_SAEZ
194,SAEZ,ESSA,POINT (-58.5373 -34.8165),POINT (17.9186 59.6519),"LINESTRING (-58.5373 -34.8165, 17.9186 59.6519)",0.0,0.0,0.0,0.0,ESSA_SAEZ
195,SAEZ,EGPH,POINT (-58.5373 -34.8165),POINT (-3.3725 55.95),"LINESTRING (-58.5373 -34.8165, -3.3725 55.95)",0.0,0.0,0.0,0.0,EGPH_SAEZ
196,SAEZ,LFQQ,POINT (-58.5373 -34.8165),POINT (3.1025 50.5669),"LINESTRING (-58.5373 -34.8165, 3.1025 50.5669)",0.0,0.0,0.0,0.0,LFQQ_SAEZ
197,SAEZ,LPPT,POINT (-58.5373 -34.8165),POINT (-9.135899999999999 38.7813),"LINESTRING (-58.5373 -34.8165, -9.135899999999999 38.7813)",0.0,0.0,0.0,0.0,LPPT_SAEZ
198,CYYZ,LIRF,POINT (-79.61450000000001 43.6817),POINT (12.239712 41.77354),"LINESTRING (-79.61450000000001 43.6817, 12.239712 41.77354)",0.0,0.0,0.0,0.0,CYYZ_LIRF
199,CYYZ,EDDT,POINT (-79.61450000000001 43.6817),POINT (13.2877 52.5597),"LINESTRING (-79.61450000000001 43.6817, 13.2877 52.5597)",0.0,0.0,0.0,0.0,CYYZ_EDDT
200,CYYZ,RJAA,POINT (-79.61450000000001 43.6817),POINT (140.3843 35.7702),"LINESTRING (-79.61450000000001 43.6817, 140.3843 35.7702)",0.0,0.0,0.0,0.0,CYYZ_RJAA
201,CYYZ,EDDM,POINT (-79.61450000000001 43.6817),POINT (11.7861 48.3538),"LINESTRING (-79.61450000000001 43.6817, 11.7861 48.3538)",0.0,0.0,0.0,0.0,CYYZ_EDDM
202,CYYZ,LFPG,POINT (-79.61450000000001 43.6817),POINT (2.55 49.0128),"LINESTRING (-79.61450000000001 43.6817, 2.55 49.0128)",0.0,0.0,0.0,0.0,CYYZ_LFPG
203,CYYZ,SAEZ,POINT (-79.61450000000001 43.6817),POINT (-58.5373 -34.8165),"LINESTRING (-79.61450000000001 43.6817, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,CYYZ_SAEZ
205,CYYZ,MMMX,POINT (-79.61450000000001 43.6817),POINT (-99.0719 19.4361),"LINESTRING (-79.61450000000001 43.6817, -99.0719 19.4361)",0.0,0.0,0.0,0.0,CYYZ_MMMX
206,CYYZ,CYVR,POINT (-79.61450000000001 43.6817),POINT (-123.1788 49.1951),"LINESTRING (-79.61450000000001 43.6817, -123.1788 49.1951)",0.0,0.0,0.0,0.0,CYVR_CYYZ
207,CYYZ,EDDF,POINT (-79.61450000000001 43.6817),POINT (8.570600000000001 50.0333),"LINESTRING (-79.61450000000001 43.6817, 8.570600000000001 50.0333)",0.0,0.0,0.0,0.0,CYYZ_EDDF
208,CYYZ,KJFK,POINT (-79.61450000000001 43.6817),POINT (-73.77970000000001 40.6446),"LINESTRING (-79.61450000000001 43.6817, -73.77970000000001 40.6446)",0.0,0.0,0.0,0.0,CYYZ_KJFK
209,CYYZ,SBGL,POINT (-79.61450000000001 43.6817),POINT (-43.2566 -22.8053),"LINESTRING (-79.61450000000001 43.6817, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,CYYZ_SBGL
210,CYYZ,LEMD,POINT (-79.61450000000001 43.6817),POINT (-3.5626 40.4719),"LINESTRING (-79.61450000000001 43.6817, -3.5626 40.4719)",0.0,0.0,0.0,0.0,CYYZ_LEMD
211,CYYZ,ZSPD,POINT (-79.61450000000001 43.6817),POINT (121.8083 31.1443),"LINESTRING (-79.61450000000001 43.6817, 121.8083 31.1443)",0.0,0.0,0.0,0.0,CYYZ_ZSPD
212,CYYZ,OMDB,POINT (-79.61450000000001 43.6817),POINT (55.3641 25.2566),"LINESTRING (-79.61450000000001 43.6817, 55.3641 25.2566)",0.0,0.0,0.0,0.0,CYYZ_OMDB
213,CYYZ,LTFM,POINT (-79.61450000000001 43.6817),POINT (28.7425 41.2593),"LINESTRING (-79.61450000000001 43.6817, 28.7425 41.2593)",0.0,0.0,0.0,0.0,CYYZ_LTFM
214,CYYZ,ZBAA,POINT (-79.61450000000001 43.6817),POINT (116.6031 40.0799),"LINESTRING (-79.61450000000001 43.6817, 116.6031 40.0799)",0.0,0.0,0.0,0.0,CYYZ_ZBAA
215,CYYZ,VIDP,POINT (-79.61450000000001 43.6817),POINT (77.1006 28.5567),"LINESTRING (-79.61450000000001 43.6817, 77.1006 28.5567)",0.0,0.0,0.0,0.0,CYYZ_VIDP
216,CYYZ,EFRO,POINT (-79.61450000000001 43.6817),POINT (25.8275 66.55800000000001),"LINESTRING (-79.61450000000001 43.6817, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,CYYZ_EFRO
217,CYYZ,EHEH,POINT (-79.61450000000001 43.6817),POINT (5.3784 51.4505),"LINESTRING (-79.61450000000001 43.6817, 5.3784 51.4505)",0.0,0.0,0.0,0.0,CYYZ_EHEH
218,CYYZ,EFHK,POINT (-79.61450000000001 43.6817),POINT (24.9633 60.3172),"LINESTRING (-79.61450000000001 43.6817, 24.9633 60.3172)",0.0,0.0,0.0,0.0,CYYZ_EFHK
219,CYYZ,LDZA,POINT (-79.61450000000001 43.6817),POINT (16.0675 45.7407),"LINESTRING (-79.61450000000001 43.6817, 16.0675 45.7407)",0.0,0.0,0.0,0.0,CYYZ_LDZA
220,CYYZ,EBBR,POINT (-79.61450000000001 43.6817),POINT (4.4859 50.9002),"LINESTRING (-79.61450000000001 43.6817, 4.4859 50.9002)",0.0,0.0,0.0,0.0,CYYZ_EBBR
221,CYYZ,EIDW,POINT (-79.61450000000001 43.6817),POINT (-6.2701 53.4213),"LINESTRING (-79.61450000000001 43.6817, -6.2701 53.4213)",0.0,0.0,0.0,0.0,CYYZ_EIDW
222,CYYZ,LGAV,POINT (-79.61450000000001 43.6817),POINT (23.948 37.9362),"LINESTRING (-79.61450000000001 43.6817, 23.948 37.9362)",0.0,0.0,0.0,0.0,CYYZ_LGAV
223,CYYZ,BIKF,POINT (-79.61450000000001 43.6817),POINT (-21.9466 64.1318),"LINESTRING (-79.61450000000001 43.6817, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_CYYZ
224,CYYZ,EETN,POINT (-79.61450000000001 43.6817),POINT (24.8165 59.4144),"LINESTRING (-79.61450000000001 43.6817, 24.8165 59.4144)",0.0,0.0,0.0,0.0,CYYZ_EETN
225,CYYZ,LKPR,POINT (-79.61450000000001 43.6817),POINT (14.2632 50.1018),"LINESTRING (-79.61450000000001 43.6817, 14.2632 50.1018)",0.0,0.0,0.0,0.0,CYYZ_LKPR
226,CYYZ,FACT,POINT (-79.61450000000001 43.6817),POINT (18.6021 -33.9715),"LINESTRING (-79.61450000000001 43.6817, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,CYYZ_FACT
227,CYYZ,ESSA,POINT (-79.61450000000001 43.6817),POINT (17.9186 59.6519),"LINESTRING (-79.61450000000001 43.6817, 17.9186 59.6519)",0.0,0.0,0.0,0.0,CYYZ_ESSA
228,CYYZ,EGPH,POINT (-79.61450000000001 43.6817),POINT (-3.3725 55.95),"LINESTRING (-79.61450000000001 43.6817, -3.3725 55.95)",0.0,0.0,0.0,0.0,CYYZ_EGPH
229,CYYZ,LFQQ,POINT (-79.61450000000001 43.6817),POINT (3.1025 50.5669),"LINESTRING (-79.61450000000001 43.6817, 3.1025 50.5669)",0.0,0.0,0.0,0.0,CYYZ_LFQQ
230,CYYZ,LPPT,POINT (-79.61450000000001 43.6817),POINT (-9.135899999999999 38.7813),"LINESTRING (-79.61450000000001 43.6817, -9.135899999999999 38.7813)",0.0,0.0,0.0,0.0,CYYZ_LPPT
231,MMMX,LIRF,POINT (-99.0719 19.4361),POINT (12.239712 41.77354),"LINESTRING (-99.0719 19.4361, 12.239712 41.77354)",0.0,0.0,1.0,92.0,LIRF_MMMX
232,MMMX,EDDT,POINT (-99.0719 19.4361),POINT (13.2877 52.5597),"LINESTRING (-99.0719 19.4361, 13.2877 52.5597)",0.0,0.0,0.0,-0.0,EDDT_MMMX
233,MMMX,RJAA,POINT (-99.0719 19.4361),POINT (140.3843 35.7702),"LINESTRING (-99.0719 19.4361, 140.3843 35.7702)",0.0,0.0,1.0,256.0,MMMX_RJAA
234,MMMX,EDDM,POINT (-99.0719 19.4361),POINT (11.7861 48.3538),"LINESTRING (-99.0719 19.4361, 11.7861 48.3538)",0.0,0.0,0.0,-0.0,EDDM_MMMX
235,MMMX,LFPG,POINT (-99.0719 19.4361),POINT (2.55 49.0128),"LINESTRING (-99.0719 19.4361, 2.55 49.0128)",0.0,0.0,1.0,164.0,LFPG_MMMX
236,MMMX,SAEZ,POINT (-99.0719 19.4361),POINT (-58.5373 -34.8165),"LINESTRING (-99.0719 19.4361, -58.5373 -34.8165)",0.0,0.0,1.0,139.0,MMMX_SAEZ
237,MMMX,CYYZ,POINT (-99.0719 19.4361),POINT (-79.61450000000001 43.6817),"LINESTRING (-99.0719 19.4361, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_MMMX
239,MMMX,CYVR,POINT (-99.0719 19.4361),POINT (-123.1788 49.1951),"LINESTRING (-99.0719 19.4361, -123.1788 49.1951)",0.0,1.0,-0.0,80.0,CYVR_MMMX
240,MMMX,EDDF,POINT (-99.0719 19.4361),POINT (8.570600000000001 50.0333),"LINESTRING (-99.0719 19.4361, 8.570600000000001 50.0333)",0.0,0.0,-0.0,-0.0,EDDF_MMMX
241,MMMX,KJFK,POINT (-99.0719 19.4361),POINT (-73.77970000000001 40.6446),"LINESTRING (-99.0719 19.4361, -73.77970000000001 40.6446)",0.0,0.0,1.0,256.0,KJFK_MMMX
242,MMMX,SBGL,POINT (-99.0719 19.4361),POINT (-43.2566 -22.8053),"LINESTRING (-99.0719 19.4361, -43.2566 -22.8053)",0.0,0.0,1.0,132.0,MMMX_SBGL
243,MMMX,LEMD,POINT (-99.0719 19.4361),POINT (-3.5626 40.4719),"LINESTRING (-99.0719 19.4361, -3.5626 40.4719)",0.0,0.0,1.0,105.0,LEMD_MMMX
244,MMMX,ZSPD,POINT (-99.0719 19.4361),POINT (121.8083 31.1443),"LINESTRING (-99.0719 19.4361, 121.8083 31.1443)",0.0,0.0,0.0,0.0,MMMX_ZSPD
245,MMMX,OMDB,POINT (-99.0719 19.4361),POINT (55.3641 25.2566),"LINESTRING (-99.0719 19.4361, 55.3641 25.2566)",0.0,0.0,0.0,0.0,MMMX_OMDB
246,MMMX,LTFM,POINT (-99.0719 19.4361),POINT (28.7425 41.2593),"LINESTRING (-99.0719 19.4361, 28.7425 41.2593)",0.0,0.0,1.0,133.0,LTFM_MMMX
247,MMMX,ZBAA,POINT (-99.0719 19.4361),POINT (116.6031 40.0799),"LINESTRING (-99.0719 19.4361, 116.6031 40.0799)",0.0,0.0,0.0,0.0,MMMX_ZBAA
248,MMMX,VIDP,POINT (-99.0719 19.4361),POINT (77.1006 28.5567),"LINESTRING (-99.0719 19.4361, 77.1006 28.5567)",0.0,0.0,0.0,0.0,MMMX_VIDP
249,MMMX,EFRO,POINT (-99.0719 19.4361),POINT (25.8275 66.55800000000001),"LINESTRING (-99.0719 19.4361, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_MMMX
250,MMMX,EHEH,POINT (-99.0719 19.4361),POINT (5.3784 51.4505),"LINESTRING (-99.0719 19.4361, 5.3784 51.4505)",0.0,0.0,0.0,0.0,EHEH_MMMX
251,MMMX,EFHK,POINT (-99.0719 19.4361),POINT (24.9633 60.3172),"LINESTRING (-99.0719 19.4361, 24.9633 60.3172)",0.0,0.0,0.0,0.0,EFHK_MMMX
252,MMMX,LDZA,POINT (-99.0719 19.4361),POINT (16.0675 45.7407),"LINESTRING (-99.0719 19.4361, 16.0675 45.7407)",0.0,0.0,0.0,0.0,LDZA_MMMX
253,MMMX,EBBR,POINT (-99.0719 19.4361),POINT (4.4859 50.9002),"LINESTRING (-99.0719 19.4361, 4.4859 50.9002)",0.0,0.0,-0.0,-0.0,EBBR_MMMX
254,MMMX,EIDW,POINT (-99.0719 19.4361),POINT (-6.2701 53.4213),"LINESTRING (-99.0719 19.4361, -6.2701 53.4213)",0.0,0.0,-0.0,-0.0,EIDW_MMMX
255,MMMX,LGAV,POINT (-99.0719 19.4361),POINT (23.948 37.9362),"LINESTRING (-99.0719 19.4361, 23.948 37.9362)",0.0,0.0,0.0,0.0,LGAV_MMMX
256,MMMX,BIKF,POINT (-99.0719 19.4361),POINT (-21.9466 64.1318),"LINESTRING (-99.0719 19.4361, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_MMMX
257,MMMX,EETN,POINT (-99.0719 19.4361),POINT (24.8165 59.4144),"LINESTRING (-99.0719 19.4361, 24.8165 59.4144)",0.0,0.0,0.0,0.0,EETN_MMMX
258,MMMX,LKPR,POINT (-99.0719 19.4361),POINT (14.2632 50.1018),"LINESTRING (-99.0719 19.4361, 14.2632 50.1018)",0.0,0.0,0.0,0.0,LKPR_MMMX
259,MMMX,FACT,POINT (-99.0719 19.4361),POINT (18.6021 -33.9715),"LINESTRING (-99.0719 19.4361, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_MMMX
260,MMMX,ESSA,POINT (-99.0719 19.4361),POINT (17.9186 59.6519),"LINESTRING (-99.0719 19.4361, 17.9186 59.6519)",0.0,0.0,-0.0,-0.0,ESSA_MMMX
261,MMMX,EGPH,POINT (-99.0719 19.4361),POINT (-3.3725 55.95),"LINESTRING (-99.0719 19.4361, -3.3725 55.95)",0.0,0.0,0.0,0.0,EGPH_MMMX
262,MMMX,LFQQ,POINT (-99.0719 19.4361),POINT (3.1025 50.5669),"LINESTRING (-99.0719 19.4361, 3.1025 50.5669)",0.0,0.0,0.0,0.0,LFQQ_MMMX
263,MMMX,LPPT,POINT (-99.0719 19.4361),POINT (-9.135899999999999 38.7813),"LINESTRING (-99.0719 19.4361, -9.135899999999999 38.7813)",0.0,0.0,0.0,0.0,LPPT_MMMX
264,CYVR,LIRF,POINT (-123.1788 49.1951),POINT (12.239712 41.77354),"LINESTRING (-123.1788 49.1951, 12.239712 41.77354)",0.0,0.0,0.0,0.0,CYVR_LIRF
265,CYVR,EDDT,POINT (-123.1788 49.1951),POINT (13.2877 52.5597),"LINESTRING (-123.1788 49.1951, 13.2877 52.5597)",0.0,0.0,0.0,0.0,CYVR_EDDT
266,CYVR,RJAA,POINT (-123.1788 49.1951),POINT (140.3843 35.7702),"LINESTRING (-123.1788 49.1951, 140.3843 35.7702)",0.0,0.0,1.0,114.0,CYVR_RJAA
267,CYVR,EDDM,POINT (-123.1788 49.1951),POINT (11.7861 48.3538),"LINESTRING (-123.1788 49.1951, 11.7861 48.3538)",0.0,0.0,0.0,0.0,CYVR_EDDM
268,CYVR,LFPG,POINT (-123.1788 49.1951),POINT (2.55 49.0128),"LINESTRING (-123.1788 49.1951, 2.55 49.0128)",0.0,0.0,0.0,-0.0,CYVR_LFPG
269,CYVR,SAEZ,POINT (-123.1788 49.1951),POINT (-58.5373 -34.8165),"LINESTRING (-123.1788 49.1951, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,CYVR_SAEZ
270,CYVR,CYYZ,POINT (-123.1788 49.1951),POINT (-79.61450000000001 43.6817),"LINESTRING (-123.1788 49.1951, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYVR_CYYZ
271,CYVR,MMMX,POINT (-123.1788 49.1951),POINT (-99.0719 19.4361),"LINESTRING (-123.1788 49.1951, -99.0719 19.4361)",0.0,1.0,-0.0,81.0,CYVR_MMMX
273,CYVR,EDDF,POINT (-123.1788 49.1951),POINT (8.570600000000001 50.0333),"LINESTRING (-123.1788 49.1951, 8.570600000000001 50.0333)",0.0,0.0,0.0,0.0,CYVR_EDDF
274,CYVR,KJFK,POINT (-123.1788 49.1951),POINT (-73.77970000000001 40.6446),"LINESTRING (-123.1788 49.1951, -73.77970000000001 40.6446)",0.0,1.0,-0.0,114.0,CYVR_KJFK
275,CYVR,SBGL,POINT (-123.1788 49.1951),POINT (-43.2566 -22.8053),"LINESTRING (-123.1788 49.1951, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,CYVR_SBGL
276,CYVR,LEMD,POINT (-123.1788 49.1951),POINT (-3.5626 40.4719),"LINESTRING (-123.1788 49.1951, -3.5626 40.4719)",0.0,0.0,0.0,0.0,CYVR_LEMD
277,CYVR,ZSPD,POINT (-123.1788 49.1951),POINT (121.8083 31.1443),"LINESTRING (-123.1788 49.1951, 121.8083 31.1443)",0.0,0.0,-0.0,-0.0,CYVR_ZSPD
278,CYVR,OMDB,POINT (-123.1788 49.1951),POINT (55.3641 25.2566),"LINESTRING (-123.1788 49.1951, 55.3641 25.2566)",0.0,0.0,0.0,0.0,CYVR_OMDB
279,CYVR,LTFM,POINT (-123.1788 49.1951),POINT (28.7425 41.2593),"LINESTRING (-123.1788 49.1951, 28.7425 41.2593)",0.0,0.0,0.0,0.0,CYVR_LTFM
280,CYVR,ZBAA,POINT (-123.1788 49.1951),POINT (116.6031 40.0799),"LINESTRING (-123.1788 49.1951, 116.6031 40.0799)",0.0,0.0,-0.0,-0.0,CYVR_ZBAA
281,CYVR,VIDP,POINT (-123.1788 49.1951),POINT (77.1006 28.5567),"LINESTRING (-123.1788 49.1951, 77.1006 28.5567)",0.0,0.0,-0.0,-0.0,CYVR_VIDP
282,CYVR,EFRO,POINT (-123.1788 49.1951),POINT (25.8275 66.55800000000001),"LINESTRING (-123.1788 49.1951, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,CYVR_EFRO
