,ICAO Code_origin,ICAO Code_destination,Origin,Destination,Line,Total_flights_AC_1,Total_flights_AC_2,Total_flights_AC_3,Total_pax,OD_pair
283,CYVR,EHEH,POINT (-123.1788 49.1951),POINT (5.3784 51.4505),"LINESTRING (-123.1788 49.1951, 5.3784 51.4505)",0.0,0.0,0.0,0.0,CYVR_EHEH
284,CYVR,EFHK,POINT (-123.1788 49.1951),POINT (24.9633 60.3172),"LINESTRING (-123.1788 49.1951, 24.9633 60.3172)",0.0,0.0,0.0,0.0,CYVR_EFHK
285,CYVR,LDZA,POINT (-123.1788 49.1951),POINT (16.0675 45.7407),"LINESTRING (-123.1788 49.1951, 16.0675 45.7407)",0.0,0.0,0.0,0.0,CYVR_LDZA
286,CYVR,EBBR,POINT (-123.1788 49.1951),POINT (4.4859 50.9002),"LINESTRING (-123.1788 49.1951, 4.4859 50.9002)",0.0,0.0,0.0,0.0,CYVR_EBBR
287,CYVR,EIDW,POINT (-123.1788 49.1951),POINT (-6.2701 53.4213),"LINESTRING (-123.1788 49.1951, -6.2701 53.4213)",0.0,0.0,0.0,0.0,CYVR_EIDW
288,CYVR,LGAV,POINT (-123.1788 49.1951),POINT (23.948 37.9362),"LINESTRING (-123.1788 49.1951, 23.948 37.9362)",0.0,0.0,0.0,0.0,CYVR_LGAV
289,CYVR,BIKF,POINT (-123.1788 49.1951),POINT (-21.9466 64.1318),"LINESTRING (-123.1788 49.1951, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_CYVR
290,CYVR,EETN,POINT (-123.1788 49.1951),POINT (24.8165 59.4144),"LINESTRING (-123.1788 49.1951, 24.8165 59.4144)",0.0,0.0,0.0,0.0,CYVR_EETN
291,CYVR,LKPR,POINT (-123.1788 49.1951),POINT (14.2632 50.1018),"LINESTRING (-123.1788 49.1951, 14.2632 50.1018)",0.0,0.0,0.0,0.0,CYVR_LKPR
292,CYVR,FACT,POINT (-123.1788 49.1951),POINT (18.6021 -33.9715),"LINESTRING (-123.1788 49.1951, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,CYVR_FACT
293,CYVR,ESSA,POINT (-123.1788 49.1951),POINT (17.9186 59.6519),"LINESTRING (-123.1788 49.1951, 17.9186 59.6519)",0.0,0.0,0.0,0.0,CYVR_ESSA
294,CYVR,EGPH,POINT (-123.1788 49.1951),POINT (-3.3725 55.95),"LINESTRING (-123.1788 49.1951, -3.3725 55.95)",0.0,0.0,0.0,0.0,CYVR_EGPH
295,CYVR,LFQQ,POINT (-123.1788 49.1951),POINT (3.1025 50.5669),"LINESTRING (-123.1788 49.1951, 3.1025 50.5669)",0.0,0.0,0.0,0.0,CYVR_LFQQ
296,CYVR,LPPT,POINT (-123.1788 49.1951),POINT (-9.135899999999999 38.7813),"LINESTRING (-123.1788 49.1951, -9.135899999999999 38.7813)",0.0,0.0,0.0,0.0,CYVR_LPPT
297,EDDF,LIRF,POINT (8.570600000000001 50.0333),POINT (12.239712 41.77354),"LINESTRING (8.570600000000001 50.0333, 12.239712 41.77354)",-0.0,1.0,-0.0,86.0,EDDF_LIRF
298,EDDF,EDDT,POINT (8.570600000000001 50.0333),POINT (13.2877 52.5597),"LINESTRING (8.570600000000001 50.0333, 13.2877 52.5597)",2.0,-0.0,-0.0,103.0,EDDF_EDDT
299,EDDF,RJAA,POINT (8.570600000000001 50.0333),POINT (140.3843 35.7702),"LINESTRING (8.570600000000001 50.0333, 140.3843 35.7702)",0.0,0.0,1.0,133.0,EDDF_RJAA
300,EDDF,EDDM,POINT (8.570600000000001 50.0333),POINT (11.7861 48.3538),"LINESTRING (8.570600000000001 50.0333, 11.7861 48.3538)",2.0,-0.0,-0.0,93.0,EDDF_EDDM
301,EDDF,LFPG,POINT (8.570600000000001 50.0333),POINT (2.55 49.0128),"LINESTRING (8.570600000000001 50.0333, 2.55 49.0128)",1.0,1.0,-0.0,176.0,EDDF_LFPG
302,EDDF,SAEZ,POINT (8.570600000000001 50.0333),POINT (-58.5373 -34.8165),"LINESTRING (8.570600000000001 50.0333, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,EDDF_SAEZ
303,EDDF,CYYZ,POINT (8.570600000000001 50.0333),POINT (-79.61450000000001 43.6817),"LINESTRING (8.570600000000001 50.0333, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_EDDF
304,EDDF,MMMX,POINT (8.570600000000001 50.0333),POINT (-99.0719 19.4361),"LINESTRING (8.570600000000001 50.0333, -99.0719 19.4361)",0.0,0.0,0.0,-0.0,EDDF_MMMX
305,EDDF,CYVR,POINT (8.570600000000001 50.0333),POINT (-123.1788 49.1951),"LINESTRING (8.570600000000001 50.0333, -123.1788 49.1951)",0.0,0.0,0.0,0.0,CYVR_EDDF
307,EDDF,KJFK,POINT (8.570600000000001 50.0333),POINT (-73.77970000000001 40.6446),"LINESTRING (8.570600000000001 50.0333, -73.77970000000001 40.6446)",0.0,1.0,-0.0,98.0,EDDF_KJFK
308,EDDF,SBGL,POINT (8.570600000000001 50.0333),POINT (-43.2566 -22.8053),"LINESTRING (8.570600000000001 50.0333, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,EDDF_SBGL
309,EDDF,LEMD,POINT (8.570600000000001 50.0333),POINT (-3.5626 40.4719),"LINESTRING (8.570600000000001 50.0333, -3.5626 40.4719)",-0.0,1.0,-0.0,92.0,EDDF_LEMD
310,EDDF,ZSPD,POINT (8.570600000000001 50.0333),POINT (121.8083 31.1443),"LINESTRING (8.570600000000001 50.0333, 121.8083 31.1443)",0.0,0.0,-0.0,-0.0,EDDF_ZSPD
311,EDDF,OMDB,POINT (8.570600000000001 50.0333),POINT (55.3641 25.2566),"LINESTRING (8.570600000000001 50.0333, 55.3641 25.2566)",0.0,1.0,-0.0,46.0,EDDF_OMDB
312,EDDF,LTFM,POINT (8.570600000000001 50.0333),POINT (28.7425 41.2593),"LINESTRING (8.570600000000001 50.0333, 28.7425 41.2593)",-0.0,1.0,-0.0,101.0,EDDF_LTFM
313,EDDF,ZBAA,POINT (8.570600000000001 50.0333),POINT (116.6031 40.0799),"LINESTRING (8.570600000000001 50.0333, 116.6031 40.0799)",0.0,0.0,-0.0,-0.0,EDDF_ZBAA
314,EDDF,VIDP,POINT (8.570600000000001 50.0333),POINT (77.1006 28.5567),"LINESTRING (8.570600000000001 50.0333, 77.1006 28.5567)",0.0,1.0,-0.0,98.0,EDDF_VIDP
315,EDDF,EFRO,POINT (8.570600000000001 50.0333),POINT (25.8275 66.55800000000001),"LINESTRING (8.570600000000001 50.0333, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EDDF_EFRO
316,EDDF,EHEH,POINT (8.570600000000001 50.0333),POINT (5.3784 51.4505),"LINESTRING (8.570600000000001 50.0333, 5.3784 51.4505)",1.0,-0.0,-0.0,31.0,EDDF_EHEH
317,EDDF,EFHK,POINT (8.570600000000001 50.0333),POINT (24.9633 60.3172),"LINESTRING (8.570600000000001 50.0333, 24.9633 60.3172)",1.0,-0.0,-0.0,42.0,EDDF_EFHK
318,EDDF,LDZA,POINT (8.570600000000001 50.0333),POINT (16.0675 45.7407),"LINESTRING (8.570600000000001 50.0333, 16.0675 45.7407)",1.0,-0.0,-0.0,31.0,EDDF_LDZA
319,EDDF,EBBR,POINT (8.570600000000001 50.0333),POINT (4.4859 50.9002),"LINESTRING (8.570600000000001 50.0333, 4.4859 50.9002)",1.0,-0.0,-0.0,56.0,EBBR_EDDF
320,EDDF,EIDW,POINT (8.570600000000001 50.0333),POINT (-6.2701 53.4213),"LINESTRING (8.570600000000001 50.0333, -6.2701 53.4213)",1.0,-0.0,-0.0,56.0,EDDF_EIDW
321,EDDF,LGAV,POINT (8.570600000000001 50.0333),POINT (23.948 37.9362),"LINESTRING (8.570600000000001 50.0333, 23.948 37.9362)",1.0,-0.0,-0.0,49.0,EDDF_LGAV
322,EDDF,BIKF,POINT (8.570600000000001 50.0333),POINT (-21.9466 64.1318),"LINESTRING (8.570600000000001 50.0333, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_EDDF
323,EDDF,EETN,POINT (8.570600000000001 50.0333),POINT (24.8165 59.4144),"LINESTRING (8.570600000000001 50.0333, 24.8165 59.4144)",-0.0,-0.0,-0.0,-0.0,EDDF_EETN
324,EDDF,LKPR,POINT (8.570600000000001 50.0333),POINT (14.2632 50.1018),"LINESTRING (8.570600000000001 50.0333, 14.2632 50.1018)",1.0,-0.0,-0.0,56.0,EDDF_LKPR
325,EDDF,FACT,POINT (8.570600000000001 50.0333),POINT (18.6021 -33.9715),"LINESTRING (8.570600000000001 50.0333, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,EDDF_FACT
326,EDDF,ESSA,POINT (8.570600000000001 50.0333),POINT (17.9186 59.6519),"LINESTRING (8.570600000000001 50.0333, 17.9186 59.6519)",1.0,-0.0,-0.0,51.0,EDDF_ESSA
327,EDDF,EGPH,POINT (8.570600000000001 50.0333),POINT (-3.3725 55.95),"LINESTRING (8.570600000000001 50.0333, -3.3725 55.95)",1.0,-0.0,-0.0,25.0,EDDF_EGPH
328,EDDF,LFQQ,POINT (8.570600000000001 50.0333),POINT (3.1025 50.5669),"LINESTRING (8.570600000000001 50.0333, 3.1025 50.5669)",1.0,-0.0,-0.0,56.0,EDDF_LFQQ
329,EDDF,LPPT,POINT (8.570600000000001 50.0333),POINT (-9.135899999999999 38.7813),"LINESTRING (8.570600000000001 50.0333, -9.135899999999999 38.7813)",1.0,-0.0,-0.0,42.0,EDDF_LPPT
330,KJFK,LIRF,POINT (-73.77970000000001 40.6446),POINT (12.239712 41.77354),"LINESTRING (-73.77970000000001 40.6446, 12.239712 41.77354)",0.0,0.0,1.0,150.0,KJFK_LIRF
331,KJFK,EDDT,POINT (-73.77970000000001 40.6446),POINT (13.2877 52.5597),"LINESTRING (-73.77970000000001 40.6446, 13.2877 52.5597)",0.0,0.0,1.0,137.0,EDDT_KJFK
332,KJFK,RJAA,POINT (-73.77970000000001 40.6446),POINT (140.3843 35.7702),"LINESTRING (-73.77970000000001 40.6446, 140.3843 35.7702)",0.0,0.0,1.0,256.0,KJFK_RJAA
333,KJFK,EDDM,POINT (-73.77970000000001 40.6446),POINT (11.7861 48.3538),"LINESTRING (-73.77970000000001 40.6446, 11.7861 48.3538)",0.0,0.0,1.0,122.0,EDDM_KJFK
334,KJFK,LFPG,POINT (-73.77970000000001 40.6446),POINT (2.55 49.0128),"LINESTRING (-73.77970000000001 40.6446, 2.55 49.0128)",0.0,-0.0,1.0,256.0,KJFK_LFPG
335,KJFK,SAEZ,POINT (-73.77970000000001 40.6446),POINT (-58.5373 -34.8165),"LINESTRING (-73.77970000000001 40.6446, -58.5373 -34.8165)",0.0,0.0,1.0,177.0,KJFK_SAEZ
336,KJFK,CYYZ,POINT (-73.77970000000001 40.6446),POINT (-79.61450000000001 43.6817),"LINESTRING (-73.77970000000001 40.6446, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_KJFK
337,KJFK,MMMX,POINT (-73.77970000000001 40.6446),POINT (-99.0719 19.4361),"LINESTRING (-73.77970000000001 40.6446, -99.0719 19.4361)",0.0,-0.0,1.0,256.0,KJFK_MMMX
338,KJFK,CYVR,POINT (-73.77970000000001 40.6446),POINT (-123.1788 49.1951),"LINESTRING (-73.77970000000001 40.6446, -123.1788 49.1951)",0.0,1.0,-0.0,108.0,CYVR_KJFK
339,KJFK,EDDF,POINT (-73.77970000000001 40.6446),POINT (8.570600000000001 50.0333),"LINESTRING (-73.77970000000001 40.6446, 8.570600000000001 50.0333)",0.0,1.0,-0.0,100.0,EDDF_KJFK
341,KJFK,SBGL,POINT (-73.77970000000001 40.6446),POINT (-43.2566 -22.8053),"LINESTRING (-73.77970000000001 40.6446, -43.2566 -22.8053)",0.0,0.0,1.0,175.0,KJFK_SBGL
342,KJFK,LEMD,POINT (-73.77970000000001 40.6446),POINT (-3.5626 40.4719),"LINESTRING (-73.77970000000001 40.6446, -3.5626 40.4719)",0.0,1.0,-0.0,120.0,KJFK_LEMD
343,KJFK,ZSPD,POINT (-73.77970000000001 40.6446),POINT (121.8083 31.1443),"LINESTRING (-73.77970000000001 40.6446, 121.8083 31.1443)",0.0,0.0,1.0,256.0,KJFK_ZSPD
344,KJFK,OMDB,POINT (-73.77970000000001 40.6446),POINT (55.3641 25.2566),"LINESTRING (-73.77970000000001 40.6446, 55.3641 25.2566)",0.0,0.0,-0.0,-0.0,KJFK_OMDB
345,KJFK,LTFM,POINT (-73.77970000000001 40.6446),POINT (28.7425 41.2593),"LINESTRING (-73.77970000000001 40.6446, 28.7425 41.2593)",0.0,0.0,1.0,197.0,KJFK_LTFM
346,KJFK,ZBAA,POINT (-73.77970000000001 40.6446),POINT (116.6031 40.0799),"LINESTRING (-73.77970000000001 40.6446, 116.6031 40.0799)",0.0,0.0,1.0,211.0,KJFK_ZBAA
347,KJFK,VIDP,POINT (-73.77970000000001 40.6446),POINT (77.1006 28.5567),"LINESTRING (-73.77970000000001 40.6446, 77.1006 28.5567)",0.0,0.0,1.0,218.0,KJFK_VIDP
348,KJFK,EFRO,POINT (-73.77970000000001 40.6446),POINT (25.8275 66.55800000000001),"LINESTRING (-73.77970000000001 40.6446, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_KJFK
349,KJFK,EHEH,POINT (-73.77970000000001 40.6446),POINT (5.3784 51.4505),"LINESTRING (-73.77970000000001 40.6446, 5.3784 51.4505)",0.0,-0.0,-0.0,-0.0,EHEH_KJFK
350,KJFK,EFHK,POINT (-73.77970000000001 40.6446),POINT (24.9633 60.3172),"LINESTRING (-73.77970000000001 40.6446, 24.9633 60.3172)",0.0,0.0,-0.0,-0.0,EFHK_KJFK
351,KJFK,LDZA,POINT (-73.77970000000001 40.6446),POINT (16.0675 45.7407),"LINESTRING (-73.77970000000001 40.6446, 16.0675 45.7407)",0.0,0.0,0.0,0.0,KJFK_LDZA
352,KJFK,EBBR,POINT (-73.77970000000001 40.6446),POINT (4.4859 50.9002),"LINESTRING (-73.77970000000001 40.6446, 4.4859 50.9002)",0.0,1.0,-0.0,101.0,EBBR_KJFK
353,KJFK,EIDW,POINT (-73.77970000000001 40.6446),POINT (-6.2701 53.4213),"LINESTRING (-73.77970000000001 40.6446, -6.2701 53.4213)",0.0,1.0,-0.0,102.0,EIDW_KJFK
354,KJFK,LGAV,POINT (-73.77970000000001 40.6446),POINT (23.948 37.9362),"LINESTRING (-73.77970000000001 40.6446, 23.948 37.9362)",0.0,0.0,1.0,105.0,KJFK_LGAV
355,KJFK,BIKF,POINT (-73.77970000000001 40.6446),POINT (-21.9466 64.1318),"LINESTRING (-73.77970000000001 40.6446, -21.9466 64.1318)",0.0,-0.0,-0.0,-0.0,BIKF_KJFK
356,KJFK,EETN,POINT (-73.77970000000001 40.6446),POINT (24.8165 59.4144),"LINESTRING (-73.77970000000001 40.6446, 24.8165 59.4144)",0.0,0.0,0.0,0.0,EETN_KJFK
357,KJFK,LKPR,POINT (-73.77970000000001 40.6446),POINT (14.2632 50.1018),"LINESTRING (-73.77970000000001 40.6446, 14.2632 50.1018)",0.0,0.0,-0.0,-0.0,KJFK_LKPR
358,KJFK,FACT,POINT (-73.77970000000001 40.6446),POINT (18.6021 -33.9715),"LINESTRING (-73.77970000000001 40.6446, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_KJFK
359,KJFK,ESSA,POINT (-73.77970000000001 40.6446),POINT (17.9186 59.6519),"LINESTRING (-73.77970000000001 40.6446, 17.9186 59.6519)",0.0,0.0,1.0,101.0,ESSA_KJFK
360,KJFK,EGPH,POINT (-73.77970000000001 40.6446),POINT (-3.3725 55.95),"LINESTRING (-73.77970000000001 40.6446, -3.3725 55.95)",0.0,1.0,-0.0,46.0,EGPH_KJFK
361,KJFK,LFQQ,POINT (-73.77970000000001 40.6446),POINT (3.1025 50.5669),"LINESTRING (-73.77970000000001 40.6446, 3.1025 50.5669)",0.0,1.0,-0.0,81.0,KJFK_LFQQ
362,KJFK,LPPT,POINT (-73.77970000000001 40.6446),POINT (-9.135899999999999 38.7813),"LINESTRING (-73.77970000000001 40.6446, -9.135899999999999 38.7813)",0.0,1.0,-0.0,111.0,KJFK_LPPT
363,SBGL,LIRF,POINT (-43.2566 -22.8053),POINT (12.239712 41.77354),"LINESTRING (-43.2566 -22.8053, 12.239712 41.77354)",0.0,0.0,1.0,89.0,LIRF_SBGL
364,SBGL,EDDT,POINT (-43.2566 -22.8053),POINT (13.2877 52.5597),"LINESTRING (-43.2566 -22.8053, 13.2877 52.5597)",0.0,0.0,0.0,-0.0,EDDT_SBGL
365,SBGL,RJAA,POINT (-43.2566 -22.8053),POINT (140.3843 35.7702),"LINESTRING (-43.2566 -22.8053, 140.3843 35.7702)",0.0,0.0,0.0,0.0,RJAA_SBGL
366,SBGL,EDDM,POINT (-43.2566 -22.8053),POINT (11.7861 48.3538),"LINESTRING (-43.2566 -22.8053, 11.7861 48.3538)",0.0,0.0,0.0,0.0,EDDM_SBGL
367,SBGL,LFPG,POINT (-43.2566 -22.8053),POINT (2.55 49.0128),"LINESTRING (-43.2566 -22.8053, 2.55 49.0128)",0.0,0.0,1.0,149.0,LFPG_SBGL
368,SBGL,SAEZ,POINT (-43.2566 -22.8053),POINT (-58.5373 -34.8165),"LINESTRING (-43.2566 -22.8053, -58.5373 -34.8165)",1.0,1.0,-0.0,149.0,SAEZ_SBGL
369,SBGL,CYYZ,POINT (-43.2566 -22.8053),POINT (-79.61450000000001 43.6817),"LINESTRING (-43.2566 -22.8053, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_SBGL
370,SBGL,MMMX,POINT (-43.2566 -22.8053),POINT (-99.0719 19.4361),"LINESTRING (-43.2566 -22.8053, -99.0719 19.4361)",0.0,0.0,1.0,150.0,MMMX_SBGL
371,SBGL,CYVR,POINT (-43.2566 -22.8053),POINT (-123.1788 49.1951),"LINESTRING (-43.2566 -22.8053, -123.1788 49.1951)",0.0,0.0,0.0,0.0,CYVR_SBGL
372,SBGL,EDDF,POINT (-43.2566 -22.8053),POINT (8.570600000000001 50.0333),"LINESTRING (-43.2566 -22.8053, 8.570600000000001 50.0333)",0.0,0.0,0.0,0.0,EDDF_SBGL
373,SBGL,KJFK,POINT (-43.2566 -22.8053),POINT (-73.77970000000001 40.6446),"LINESTRING (-43.2566 -22.8053, -73.77970000000001 40.6446)",0.0,0.0,1.0,177.0,KJFK_SBGL
375,SBGL,LEMD,POINT (-43.2566 -22.8053),POINT (-3.5626 40.4719),"LINESTRING (-43.2566 -22.8053, -3.5626 40.4719)",0.0,0.0,-0.0,-0.0,LEMD_SBGL
376,SBGL,ZSPD,POINT (-43.2566 -22.8053),POINT (121.8083 31.1443),"LINESTRING (-43.2566 -22.8053, 121.8083 31.1443)",0.0,0.0,0.0,0.0,SBGL_ZSPD
377,SBGL,OMDB,POINT (-43.2566 -22.8053),POINT (55.3641 25.2566),"LINESTRING (-43.2566 -22.8053, 55.3641 25.2566)",0.0,0.0,0.0,0.0,OMDB_SBGL
378,SBGL,LTFM,POINT (-43.2566 -22.8053),POINT (28.7425 41.2593),"LINESTRING (-43.2566 -22.8053, 28.7425 41.2593)",0.0,0.0,1.0,118.0,LTFM_SBGL
379,SBGL,ZBAA,POINT (-43.2566 -22.8053),POINT (116.6031 40.0799),"LINESTRING (-43.2566 -22.8053, 116.6031 40.0799)",0.0,0.0,0.0,0.0,SBGL_ZBAA
380,SBGL,VIDP,POINT (-43.2566 -22.8053),POINT (77.1006 28.5567),"LINESTRING (-43.2566 -22.8053, 77.1006 28.5567)",0.0,0.0,0.0,0.0,SBGL_VIDP
381,SBGL,EFRO,POINT (-43.2566 -22.8053),POINT (25.8275 66.55800000000001),"LINESTRING (-43.2566 -22.8053, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_SBGL
382,SBGL,EHEH,POINT (-43.2566 -22.8053),POINT (5.3784 51.4505),"LINESTRING (-43.2566 -22.8053, 5.3784 51.4505)",0.0,0.0,0.0,0.0,EHEH_SBGL
383,SBGL,EFHK,POINT (-43.2566 -22.8053),POINT (24.9633 60.3172),"LINESTRING (-43.2566 -22.8053, 24.9633 60.3172)",0.0,0.0,0.0,0.0,EFHK_SBGL
384,SBGL,LDZA,POINT (-43.2566 -22.8053),POINT (16.0675 45.7407),"LINESTRING (-43.2566 -22.8053, 16.0675 45.7407)",0.0,0.0,0.0,0.0,LDZA_SBGL
385,SBGL,EBBR,POINT (-43.2566 -22.8053),POINT (4.4859 50.9002),"LINESTRING (-43.2566 -22.8053, 4.4859 50.9002)",0.0,0.0,0.0,0.0,EBBR_SBGL
386,SBGL,EIDW,POINT (-43.2566 -22.8053),POINT (-6.2701 53.4213),"LINESTRING (-43.2566 -22.8053, -6.2701 53.4213)",0.0,0.0,0.0,0.0,EIDW_SBGL
387,SBGL,LGAV,POINT (-43.2566 -22.8053),POINT (23.948 37.9362),"LINESTRING (-43.2566 -22.8053, 23.948 37.9362)",0.0,0.0,0.0,0.0,LGAV_SBGL
388,SBGL,BIKF,POINT (-43.2566 -22.8053),POINT (-21.9466 64.1318),"LINESTRING (-43.2566 -22.8053, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_SBGL
389,SBGL,EETN,POINT (-43.2566 -22.8053),POINT (24.8165 59.4144),"LINESTRING (-43.2566 -22.8053, 24.8165 59.4144)",0.0,0.0,0.0,0.0,EETN_SBGL
390,SBGL,LKPR,POINT (-43.2566 -22.8053),POINT (14.2632 50.1018),"LINESTRING (-43.2566 -22.8053, 14.2632 50.1018)",0.0,0.0,0.0,0.0,LKPR_SBGL
391,SBGL,FACT,POINT (-43.2566 -22.8053),POINT (18.6021 -33.9715),"LINESTRING (-43.2566 -22.8053, 18.6021 -33.9715)",0.0,1.0,-0.0,67.0,FACT_SBGL
392,SBGL,ESSA,POINT (-43.2566 -22.8053),POINT (17.9186 59.6519),"LINESTRING (-43.2566 -22.8053, 17.9186 59.6519)",0.0,0.0,0.0,0.0,ESSA_SBGL
393,SBGL,EGPH,POINT (-43.2566 -22.8053),POINT (-3.3725 55.95),"LINESTRING (-43.2566 -22.8053, -3.3725 55.95)",0.0,0.0,0.0,0.0,EGPH_SBGL
394,SBGL,LFQQ,POINT (-43.2566 -22.8053),POINT (3.1025 50.5669),"LINESTRING (-43.2566 -22.8053, 3.1025 50.5669)",0.0,0.0,0.0,0.0,LFQQ_SBGL
395,SBGL,LPPT,POINT (-43.2566 -22.8053),POINT (-9.135899999999999 38.7813),"LINESTRING (-43.2566 -22.8053, -9.135899999999999 38.7813)",0.0,0.0,0.0,0.0,LPPT_SBGL
396,LEMD,LIRF,POINT (-3.5626 40.4719),POINT (12.239712 41.77354),"LINESTRING (-3.5626 40.4719, 12.239712 41.77354)",-0.0,1.0,-0.0,98.0,LEMD_LIRF
397,LEMD,EDDT,POINT (-3.5626 40.4719),POINT (13.2877 52.5597),"LINESTRING (-3.5626 40.4719, 13.2877 52.5597)",-0.0,1.0,-0.0,93.0,EDDT_LEMD
398,LEMD,RJAA,POINT (-3.5626 40.4719),POINT (140.3843 35.7702),"LINESTRING (-3.5626 40.4719, 140.3843 35.7702)",0.0,0.0,1.0,153.0,LEMD_RJAA
399,LEMD,EDDM,POINT (-3.5626 40.4719),POINT (11.7861 48.3538),"LINESTRING (-3.5626 40.4719, 11.7861 48.3538)",-0.0,1.0,-0.0,97.0,EDDM_LEMD
400,LEMD,LFPG,POINT (-3.5626 40.4719),POINT (2.55 49.0128),"LINESTRING (-3.5626 40.4719, 2.55 49.0128)",-0.0,2.0,-0.0,215.0,LEMD_LFPG
401,LEMD,SAEZ,POINT (-3.5626 40.4719),POINT (-58.5373 -34.8165),"LINESTRING (-3.5626 40.4719, -58.5373 -34.8165)",0.0,0.0,0.0,-0.0,LEMD_SAEZ
402,LEMD,CYYZ,POINT (-3.5626 40.4719),POINT (-79.61450000000001 43.6817),"LINESTRING (-3.5626 40.4719, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_LEMD
403,LEMD,MMMX,POINT (-3.5626 40.4719),POINT (-99.0719 19.4361),"LINESTRING (-3.5626 40.4719, -99.0719 19.4361)",0.0,0.0,1.0,103.0,LEMD_MMMX
404,LEMD,CYVR,POINT (-3.5626 40.4719),POINT (-123.1788 49.1951),"LINESTRING (-3.5626 40.4719, -123.1788 49.1951)",0.0,0.0,0.0,0.0,CYVR_LEMD
405,LEMD,EDDF,POINT (-3.5626 40.4719),POINT (8.570600000000001 50.0333),"LINESTRING (-3.5626 40.4719, 8.570600000000001 50.0333)",-0.0,1.0,-0.0,89.0,EDDF_LEMD
406,LEMD,KJFK,POINT (-3.5626 40.4719),POINT (-73.77970000000001 40.6446),"LINESTRING (-3.5626 40.4719, -73.77970000000001 40.6446)",0.0,1.0,-0.0,120.0,KJFK_LEMD
407,LEMD,SBGL,POINT (-3.5626 40.4719),POINT (-43.2566 -22.8053),"LINESTRING (-3.5626 40.4719, -43.2566 -22.8053)",0.0,0.0,0.0,-0.0,LEMD_SBGL
409,LEMD,ZSPD,POINT (-3.5626 40.4719),POINT (121.8083 31.1443),"LINESTRING (-3.5626 40.4719, 121.8083 31.1443)",0.0,0.0,1.0,114.0,LEMD_ZSPD
410,LEMD,OMDB,POINT (-3.5626 40.4719),POINT (55.3641 25.2566),"LINESTRING (-3.5626 40.4719, 55.3641 25.2566)",0.0,1.0,-0.0,65.0,LEMD_OMDB
411,LEMD,LTFM,POINT (-3.5626 40.4719),POINT (28.7425 41.2593),"LINESTRING (-3.5626 40.4719, 28.7425 41.2593)",-0.0,1.0,-0.0,120.0,LEMD_LTFM
412,LEMD,ZBAA,POINT (-3.5626 40.4719),POINT (116.6031 40.0799),"LINESTRING (-3.5626 40.4719, 116.6031 40.0799)",0.0,0.0,1.0,93.0,LEMD_ZBAA
413,LEMD,VIDP,POINT (-3.5626 40.4719),POINT (77.1006 28.5567),"LINESTRING (-3.5626 40.4719, 77.1006 28.5567)",0.0,0.0,1.0,138.0,LEMD_VIDP
414,LEMD,EFRO,POINT (-3.5626 40.4719),POINT (25.8275 66.55800000000001),"LINESTRING (-3.5626 40.4719, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_LEMD
415,LEMD,EHEH,POINT (-3.5626 40.4719),POINT (5.3784 51.4505),"LINESTRING (-3.5626 40.4719, 5.3784 51.4505)",1.0,-0.0,-0.0,28.0,EHEH_LEMD
416,LEMD,EFHK,POINT (-3.5626 40.4719),POINT (24.9633 60.3172),"LINESTRING (-3.5626 40.4719, 24.9633 60.3172)",1.0,-0.0,-0.0,49.0,EFHK_LEMD
417,LEMD,LDZA,POINT (-3.5626 40.4719),POINT (16.0675 45.7407),"LINESTRING (-3.5626 40.4719, 16.0675 45.7407)",1.0,-0.0,-0.0,39.0,LDZA_LEMD
418,LEMD,EBBR,POINT (-3.5626 40.4719),POINT (4.4859 50.9002),"LINESTRING (-3.5626 40.4719, 4.4859 50.9002)",-0.0,1.0,-0.0,79.0,EBBR_LEMD
419,LEMD,EIDW,POINT (-3.5626 40.4719),POINT (-6.2701 53.4213),"LINESTRING (-3.5626 40.4719, -6.2701 53.4213)",-0.0,1.0,-0.0,87.0,EIDW_LEMD
420,LEMD,LGAV,POINT (-3.5626 40.4719),POINT (23.948 37.9362),"LINESTRING (-3.5626 40.4719, 23.948 37.9362)",1.0,-0.0,-0.0,56.0,LEMD_LGAV
421,LEMD,BIKF,POINT (-3.5626 40.4719),POINT (-21.9466 64.1318),"LINESTRING (-3.5626 40.4719, -21.9466 64.1318)",-0.0,-0.0,-0.0,-0.0,BIKF_LEMD
