,Origin,Destination,Total_flights
848,BIKF,EIDW,0.0
849,BIKF,LGAV,0.0
850,BIKF,BIKF,0.0
851,BIKF,EETN,0.0
852,BIKF,LKPR,0.0
853,BIKF,FACT,0.0
854,BIKF,ESSA,0.0
855,BIKF,EGPH,0.0
856,BIKF,LFQQ,0.0
857,BIKF,LPPT,0.0
858,EETN,LIRF,0.0
859,EETN,EDDT,0.0
860,EETN,RJAA,0.0
861,EETN,EDDM,0.0
862,EETN,LFPG,0.0
863,EETN,SAEZ,0.0
864,EETN,CYYZ,0.0
865,EETN,MMMX,0.0
866,EETN,CYVR,0.0
867,EETN,EDDF,0.0
868,EETN,KJFK,0.0
869,EETN,SBGL,0.0
870,EETN,LEMD,0.0
871,EETN,ZSPD,0.0
872,EETN,OMDB,0.0
873,EETN,LTFM,0.0
874,EETN,ZBAA,0.0
875,EETN,VIDP,0.0
876,EETN,EFRO,0.0
877,EETN,EHEH,0.0
878,EETN,EFHK,-0.0
879,EETN,LDZA,0.0
880,EETN,EBBR,0.0
881,EETN,EIDW,0.0
882,EETN,LGAV,0.0
883,EETN,BIKF,0.0
884,EETN,EETN,0.0
885,EETN,LKPR,0.0
886,EETN,FACT,0.0
887,EETN,ESSA,-0.0
888,EETN,EGPH,0.0
889,EETN,LFQQ,0.0
890,EETN,LPPT,0.0
891,LKPR,LIRF,-0.0
892,LKPR,EDDT,-0.0
893,LKPR,RJAA,0.0
894,LKPR,EDDM,-0.0
895,LKPR,LFPG,-0.0
896,LKPR,SAEZ,0.0
897,LKPR,CYYZ,0.0
898,LKPR,MMMX,0.0
899,LKPR,CYVR,0.0
900,LKPR,EDDF,-0.0
901,LKPR,KJFK,0.0
902,LKPR,SBGL,0.0
903,LKPR,LEMD,0.0
904,LKPR,ZSPD,0.0
905,LKPR,OMDB,0.0
906,LKPR,LTFM,-0.0
907,LKPR,ZBAA,0.0
908,LKPR,VIDP,0.0
909,LKPR,EFRO,0.0
910,LKPR,EHEH,-0.0
911,LKPR,EFHK,0.0
912,LKPR,LDZA,-0.0
913,LKPR,EBBR,-0.0
914,LKPR,EIDW,0.0
915,LKPR,LGAV,0.0
916,LKPR,BIKF,0.0
917,LKPR,EETN,0.0
918,LKPR,LKPR,0.0
919,LKPR,FACT,0.0
920,LKPR,ESSA,0.0
921,LKPR,EGPH,0.0
922,LKPR,LFQQ,-0.0
923,LKPR,LPPT,0.0
924,FACT,LIRF,0.0
925,FACT,EDDT,0.0
926,FACT,RJAA,0.0
927,FACT,EDDM,0.0
928,FACT,LFPG,0.0
929,FACT,SAEZ,0.0
930,FACT,CYYZ,0.0
931,FACT,MMMX,0.0
932,FACT,CYVR,0.0
933,FACT,EDDF,0.0
934,FACT,KJFK,0.0
935,FACT,SBGL,0.0
936,FACT,LEMD,0.0
937,FACT,ZSPD,0.0
938,FACT,OMDB,0.0
939,FACT,LTFM,0.0
940,FACT,ZBAA,0.0
941,FACT,VIDP,0.0
942,FACT,EFRO,0.0
943,FACT,EHEH,0.0
944,FACT,EFHK,0.0
945,FACT,LDZA,0.0
946,FACT,EBBR,0.0
947,FACT,EIDW,0.0
948,FACT,LGAV,0.0
949,FACT,BIKF,0.0
950,FACT,EETN,0.0
951,FACT,LKPR,0.0
952,FACT,FACT,0.0
953,FACT,ESSA,0.0
954,FACT,EGPH,0.0
955,FACT,LFQQ,0.0
956,FACT,LPPT,0.0
957,ESSA,LIRF,0.0
958,ESSA,EDDT,-0.0
959,ESSA,RJAA,1.0
960,ESSA,EDDM,0.0
961,ESSA,LFPG,-0.0
962,ESSA,SAEZ,0.0
963,ESSA,CYYZ,0.0
964,ESSA,MMMX,0.0
965,ESSA,CYVR,0.0
966,ESSA,EDDF,0.0
967,ESSA,KJFK,1.0
968,ESSA,SBGL,0.0
969,ESSA,LEMD,0.0
970,ESSA,ZSPD,0.0
971,ESSA,OMDB,0.0
972,ESSA,LTFM,0.0
973,ESSA,ZBAA,0.0
974,ESSA,VIDP,0.0
975,ESSA,EFRO,0.0
976,ESSA,EHEH,0.0
977,ESSA,EFHK,-0.0
978,ESSA,LDZA,0.0
979,ESSA,EBBR,0.0
980,ESSA,EIDW,0.0
981,ESSA,LGAV,0.0
982,ESSA,BIKF,0.0
983,ESSA,EETN,-0.0
984,ESSA,LKPR,0.0
985,ESSA,FACT,0.0
986,ESSA,ESSA,0.0
987,ESSA,EGPH,0.0
988,ESSA,LFQQ,0.0
989,ESSA,LPPT,0.0
990,EGPH,LIRF,0.0
991,EGPH,EDDT,0.0
992,EGPH,RJAA,0.0
993,EGPH,EDDM,0.0
994,EGPH,LFPG,-0.0
995,EGPH,SAEZ,0.0
996,EGPH,CYYZ,0.0
997,EGPH,MMMX,0.0
998,EGPH,CYVR,0.0
999,EGPH,EDDF,0.0
1000,EGPH,KJFK,0.0
1001,EGPH,SBGL,0.0
1002,EGPH,LEMD,0.0
1003,EGPH,ZSPD,0.0
1004,EGPH,OMDB,0.0
1005,EGPH,LTFM,0.0
1006,EGPH,ZBAA,0.0
1007,EGPH,VIDP,0.0
1008,EGPH,EFRO,0.0
1009,EGPH,EHEH,0.0
1010,EGPH,EFHK,0.0
1011,EGPH,LDZA,0.0
1012,EGPH,EBBR,-0.0
1013,EGPH,EIDW,-0.0
1014,EGPH,LGAV,0.0
1015,EGPH,BIKF,0.0
1016,EGPH,EETN,0.0
1017,EGPH,LKPR,0.0
1018,EGPH,FACT,0.0
1019,EGPH,ESSA,0.0
1020,EGPH,EGPH,0.0
1021,EGPH,LFQQ,-0.0
1022,EGPH,LPPT,0.0
1023,LFQQ,LIRF,-0.0
1024,LFQQ,EDDT,-0.0
1025,LFQQ,RJAA,0.0
1026,LFQQ,EDDM,-0.0
1027,LFQQ,LFPG,-0.0
1028,LFQQ,SAEZ,0.0
1029,LFQQ,CYYZ,0.0
1030,LFQQ,MMMX,0.0
1031,LFQQ,CYVR,0.0
1032,LFQQ,EDDF,-0.0
1033,LFQQ,KJFK,0.0
1034,LFQQ,SBGL,0.0
1035,LFQQ,LEMD,-0.0
1036,LFQQ,ZSPD,0.0
1037,LFQQ,OMDB,0.0
1038,LFQQ,LTFM,0.0
1039,LFQQ,ZBAA,0.0
1040,LFQQ,VIDP,0.0
1041,LFQQ,EFRO,0.0
1042,LFQQ,EHEH,-0.0
1043,LFQQ,EFHK,0.0
1044,LFQQ,LDZA,0.0
1045,LFQQ,EBBR,-0.0
1046,LFQQ,EIDW,-0.0
1047,LFQQ,LGAV,0.0
1048,LFQQ,BIKF,0.0
1049,LFQQ,EETN,0.0
1050,LFQQ,LKPR,-0.0
1051,LFQQ,FACT,0.0
1052,LFQQ,ESSA,0.0
1053,LFQQ,EGPH,-0.0
1054,LFQQ,LFQQ,0.0
1055,LFQQ,LPPT,0.0
1056,LPPT,LIRF,0.0
1057,LPPT,EDDT,0.0
1058,LPPT,RJAA,1.0
1059,LPPT,EDDM,0.0
1060,LPPT,LFPG,-0.0
1061,LPPT,SAEZ,0.0
1062,LPPT,CYYZ,0.0
1063,LPPT,MMMX,0.0
1064,LPPT,CYVR,0.0
1065,LPPT,EDDF,0.0
1066,LPPT,KJFK,0.0
1067,LPPT,SBGL,0.0
1068,LPPT,LEMD,-0.0
1069,LPPT,ZSPD,0.0
1070,LPPT,OMDB,0.0
1071,LPPT,LTFM,0.0
1072,LPPT,ZBAA,0.0
1073,LPPT,VIDP,0.0
1074,LPPT,EFRO,0.0
1075,LPPT,EHEH,0.0
1076,LPPT,EFHK,0.0
1077,LPPT,LDZA,0.0
1078,LPPT,EBBR,0.0
1079,LPPT,EIDW,0.0
1080,LPPT,LGAV,0.0
1081,LPPT,BIKF,0.0
1082,LPPT,EETN,0.0
1083,LPPT,LKPR,0.0
1084,LPPT,FACT,0.0
1085,LPPT,ESSA,0.0
1086,LPPT,EGPH,0.0
1087,LPPT,LFQQ,0.0
1088,LPPT,LPPT,0.0
