,level_0,level_1,LIRF,EDDT,RJAA,EDDM,LFPG,SAEZ,CYYZ,MMMX,CYVR,EDDF,KJFK,SBGL,LEMD,ZSPD,OMDB,LTFM,ZBAA,VIDP,EFRO,EHEH,EFHK,LDZA,EBBR,EIDW,LGAV,BIKF,EETN,LKPR,FACT,ESSA,EGPH,LFQQ,LPPT
10,AC_1,KJFK,14099.139870339917,18722.89731214637,31407.023327086685,19044.82393016816,17202.287786883266,24727.452408900033,2269.6882551307413,10148.538626385453,11783.072200102702,18215.114084217028,600.0,22463.235016705083,16996.638137718262,34366.98589961143,31883.03438118534,23441.713517297932,31831.631318889544,34029.226390810196,18583.074633840144,17451.592157489016,19405.111363219952,20252.301656406762,17350.478818857326,15122.330231103399,23170.46349194924,12541.420990452429,19525.969347849074,19244.60474701301,36217.89945063718,18507.19254651513,15469.668675104691,17129.844925918966,15977.905090183893
11,AC_1,SBGL,18600.067537333212,28922.840865630962,53184.381606194074,27835.545813006614,26600.40924384418,6261.677252530077,24004.472104084405,22332.36472344677,32385.771382357503,27695.179062616582,22463.235016705083,600.0,23655.029464787392,52482.728136807316,34334.26770852783,29716.77563340769,49763.00967391982,40530.62487658911,33047.28604328179,27553.811763509082,31990.937813776236,28035.300578817496,27305.779429941816,26617.140425818914,28181.07428332504,28456.58706582646,31829.098051312987,28582.011798369767,17908.806199957024,30937.460064103077,27575.571114043094,27040.15726067147,22427.539743210335
12,AC_1,LEMD,3068.566855324851,5867.818410180217,31241.78946272765,4855.81801965526,3621.8184917376684,29155.598271557337,17841.909427540966,26376.67545099506,24581.96523150901,4640.248065040682,16996.638137718262,23655.029464787392,600.0,29812.342413948427,16660.111939441165,8289.797260172916,26795.68422704327,21235.59025150477,10327.944501744589,4576.600094552666,8979.11862234692,5415.039959598773,4335.199845210988,4727.06296182031,7364.458452978452,8806.423778950406,8797.031236460754,5576.954022428628,24871.62822656095,7992.710005043626,5485.333028472263,4107.492944931946,2058.6395344989714
13,AC_1,ZSPD,18683.54035230218,24576.438242189477,5704.447996421859,25572.303022712007,26961.385679143346,56221.01602732882,33065.15418860767,37259.61920013605,26248.7756420546,25798.84531405456,34366.98589961143,52482.728136807316,29812.342413948427,600.0,18937.079479214426,23418.85253240139,3714.7356221906757,12806.965347857495,20826.893163179215,26027.287230468886,21631.995268667008,25264.47018597566,26274.48086768551,27240.608853581354,24941.3956672992,26080.412125880655,21762.300381106546,24839.098519939056,37454.63995138348,22731.932162101395,26296.90084738966,26554.044485197024,31121.20675151462
14,AC_1,OMDB,9060.019192691561,13764.03567144928,23288.994895008185,13566.228937491474,15487.237619401878,39415.60275535985,32110.4586787042,41317.634235624886,33971.32942114056,14360.051583843398,31883.03438118534,34334.26770852783,16660.111939441165,18937.079479214426,600.0,9198.984682939594,17223.24518199545,6807.156110498275,14871.16510387634,15098.054040286072,13477.997088003656,12426.184786716474,15226.158237789617,17420.651915936924,9896.044723850804,20171.870625612617,13292.666860391102,13278.441236432489,22230.97861739345,14185.237698178373,17016.160980028366,15472.538774198074,18051.915817873123
15,AC_1,LTFM,3155.2722452021385,5466.948762216848,26149.717778415194,5002.255121017247,6898.444391768947,35377.37746033454,23854.0360636413,32979.659750197716,27888.443427157465,5826.62174160816,23441.713517297932,29716.77563340769,8289.797260172916,23418.85253240139,9198.984682939594,600.0,20695.028935924332,13583.623176737226,8608.666546531858,6592.262285383801,6662.577341232483,3829.774001454354,6691.89166579653,8919.764125689282,2168.9529046327757,12227.352045387055,6384.321596605444,4833.414466108861,24427.178294948033,6784.948347228226,8651.18040313623,6919.3634866910015,9738.912883158162
16,AC_1,ZBAA,16655.110356686273,21540.26452555554,6668.509562714595,22576.79140606356,23908.057248860427,55342.41621459475,30647.662247370143,35950.34945499716,24767.087843764704,22766.34407057064,31831.631318889544,49763.00967391982,26795.68422704327,3714.7356221906757,17223.24518199545,20695.028935924332,600.0,11436.023345031892,17714.725867650588,22967.09615555081,18554.682160570384,22335.408649114775,23214.878374774424,24134.402809945062,22245.50601221541,23003.655024177457,18693.012915767355,21836.179367145734,37378.39000062148,19646.297495950574,23188.693520264853,23491.07158852028,28077.926407496736
17,AC_1,VIDP,12232.840950456475,17050.72618818676,17406.271851580655,17377.375764984317,19272.843270506048,45441.566756678956,33701.65912490705,42263.113638714,32280.358064358144,18006.459776147767,34029.226390810196,40530.62487658911,21235.59025150477,12806.965347857495,6807.156110498275,13583.623176737226,11436.023345031892,600.0,16054.4288114003,18604.413227233,15444.747838988005,16493.777124225817,18799.39163593195,20719.006267736404,14773.585420503801,22195.257373367047,15379.185458573416,16849.9004339906,26897.121180130387,16471.23607471939,20040.29501760495,19087.782222030604,22693.194009141793
18,AC_1,EFRO,6148.0127731374105,5441.0009616309835,21573.13245930423,6797.642314268998,7309.927758685533,38241.2902713792,18373.5296575093,27401.648363781424,20189.15122820348,6515.238494457037,18583.074633840144,33047.28604328179,10327.944501744589,20826.893163179215,14871.16510387634,8608.666546531858,17714.725867650588,16054.4288114003,600.0,6366.79171364742,2578.311811323286,7381.577704061834,6601.301639782077,7041.245510325281,9645.881476736013,6803.435529416511,2864.6643658357243,6125.307884415744,32284.694010249943,3057.1270090353833,6086.784293699901,6820.456189686693,11355.206176801175
19,AC_1,EHEH,2796.3377827303934,2180.079480819237,27268.248028919,2230.9318370201,1559.2689651674843,32976.31434356477,17878.093453958812,26987.397911040836,22835.78108140137,1380.4692303804836,17451.592157489016,27553.811763509082,4576.600094552666,26027.287230468886,15098.054040286072,6592.262285383801,22967.09615555081,18604.413227233,6366.79171364742,600.0,5037.540519956946,3468.508109379937,848.1582514955797,2930.201976594676,6535.597899737959,6626.742810817637,4878.9907092484655,2427.8342707793095,27709.69928138356,4018.5830508468816,2767.80978544926,1132.3333609595643,5726.380807736016
20,AC_1,EFHK,4867.649968622143,3782.8440202853894,22877.33143864099,5076.81002358092,5993.10732867758,37387.73855929388,19385.392779245136,28546.513066664145,21971.970458137956,4974.792108008792,19405.111363219952,31990.937813776236,8979.11862234692,21631.995268667008,13477.997088003656,6662.577341232483,18554.682160570384,15444.747838988005,2578.311811323286,5037.540519956946,600.0,5495.792509932818,5285.455220440493,6361.288367857083,7667.835827174475,7464.836731028539,886.4471941959614,4352.255626770748,30307.78042423138,1735.3746528626116,5492.146795153041,5551.415151941962,10163.433522125226
21,AC_1,LDZA,1488.426684648446,2827.748104578128,27269.342911930096,1837.6739139356418,3670.968569187212,33645.56248153724,20728.15321005014,29799.492129623304,25497.77041809378,2688.2009546184795,20252.301656406762,28035.300578817496,5415.039959598773,25264.47018597566,12426.184786716474,3829.774001454354,22335.408649114775,16493.777124225817,7381.577704061834,3468.508109379937,5495.792509932818,600.0,3526.6328826160448,5756.237959306592,3679.829207080069,9404.805868298066,5226.09746832951,2028.4959897883957,25667.698556262898,5007.901613255016,5618.726248651755,3727.061397791257,6865.134518684672
22,AC_1,EBBR,2755.846018552247,2402.5946830092685,27512.070097626398,2298.194121700716,1314.480920986739,32728.585164057782,17802.508473640824,26892.17521725942,22884.667743825994,1467.3580611347356,17350.478818857326,27305.779429941816,4335.199845210988,26274.48086768551,15226.158237789617,6691.89166579653,23214.878374774424,18799.39163593195,6601.301639782077,848.1582514955797,5285.455220440493,3526.6328826160448,600.0,2833.1094627684583,6571.7994452492885,6658.307219021757,5127.137728004944,2583.5520007162604,27574.280796964922,4263.196190583078,2775.3334451854844,896.5210667125818,5478.307146775856
23,AC_1,EIDW,4176.694998947095,4326.023475444043,27888.6341493909,4531.284576203778,2832.8461109468085,31815.498706481092,15572.095903753125,24661.020342789976,20999.0448405285,3693.9855507437114,15122.330231103399,26617.140425818914,4727.06296182031,27240.608853581354,17420.651915936924,8919.764125689282,24134.402809945062,20719.006267736404,7041.245510325281,2930.201976594676,6361.288367857083,5756.237959306592,2833.1094627684583,600.0,8776.62416867329,4829.191958594778,6303.504607501864,4742.213490194887,28916.873865175185,5226.001892045373,1558.85278519942,2635.464830238275,5260.603692208593
24,AC_1,LGAV,2580.902248714278,5775.943494907625,27718.668466523122,4911.026190647905,6594.958366808351,33838.834024623015,23726.547065427054,32711.59958136255,28488.58445688418,5758.419985196397,23170.46349194924,28181.07428332504,7364.458452978452,24941.3956672992,9896.044723850804,2168.9529046327757,22245.50601221541,14773.585420503801,9645.881476736013,6535.597899737959,7667.835827174475,3679.829207080069,6571.7994452492885,8776.62416867329,600.0,12477.197031073576,7381.702702040438,5016.419283577124,23251.203747113603,7562.083263802611,8695.380906212114,6742.633718314881,8767.122266270831
25,AC_1,BIKF,6994.538337005364,7373.304690487126,25637.6328979408,8195.621930254922,6930.207730044216,33043.566689999134,12559.893853427004,21758.183034530623,16836.660508688976,7371.826068639137,12541.420990452429,28456.58706582646,8806.423778950406,26080.412125880655,20171.870625612617,12227.352045387055,23003.655024177457,22195.257373367047,6803.435529416511,6626.742810817637,7464.836731028539,9404.805868298066,6658.307219021757,4829.191958594778,12477.197031073576,600.0,7593.184181935695,8080.364805318191,33077.82221051185,6608.364979875652,4488.991016366176,6582.546132428382,8957.74626627907
26,AC_1,EETN,4684.993707850538,3569.349240185157,23075.71943730763,4841.069841007792,5829.181194579654,37249.7454927698,19533.23758162019,28706.380570739548,22228.175205610045,4775.7293379850835,19525.969347849074,31829.098051312987,8797.031236460754,21762.300381106546,13292.666860391102,6384.321596605444,18693.012915767355,15379.185458573416,2864.6643658357243,4878.9907092484655,886.4471941959614,5226.09746832951,5127.137728004944,6303.504607501864,7381.702702040438,7593.184181935695,600.0,4108.966850502221,30021.347194591413,1709.9242092600896,5457.599137229996,5399.483483984753,10003.887784950748
27,AC_1,LKPR,2285.3092445053903,1399.7940775967086,26499.435704730888,1352.7532427613453,3027.366784896746,34119.80942978833,19622.908044722095,28766.590855914983,24095.533714849906,1756.7716068530153,19244.60474701301,28582.011798369767,5576.954022428628,24839.098519939056,13278.441236432489,4833.414466108861,21836.179367145734,16849.9004339906,6125.307884415744,2427.8342707793095,4352.255626770748,2028.4959897883957,2583.5520007162604,4742.213490194887,5016.419283577124,8080.364805318191,4108.966850502221,600.0,27061.511982678814,3689.050888709471,4417.765953160656,2858.10092843523,6937.198272195677
