,OD_pair,Total_flights_AC_1,Total_flights_AC_2,Total_flights_AC_3,Direct_pax,Transfering_pax,Total pax,Total flights,City A,City B,Origin,Destination,Direct_flights,Transfer_flights
96,EBBR_EETN,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Tallinn,POINT (4.4859 50.9002),POINT (24.8165 59.4144),"LINESTRING (4.4859 50.9002, 24.8165 59.4144)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, 24.8165 59.4144)"
97,EBBR_EFHK,0.0,0.0,0.0,0.0,0,0.0,0.0,Helsinki,Brussels,POINT (24.9633 60.3172),POINT (4.4859 50.9002),"LINESTRING (24.9633 60.3172, 4.4859 50.9002)","LINESTRING (24.9633 60.3172, 12.239712 41.77354, 4.4859 50.9002)"
98,EBBR_EFRO,0.0,0.0,0.0,0.0,0,0.0,0.0,Rovaniemi,Brussels,POINT (25.8275 66.558),POINT (4.4859 50.9002),"LINESTRING (25.8275 66.558, 4.4859 50.9002)","LINESTRING (25.8275 66.558, 12.239712 41.77354, 4.4859 50.9002)"
99,EBBR_EGPH,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Edinburgh,POINT (4.4859 50.9002),POINT (-3.3725 55.95),"LINESTRING (4.4859 50.9002, -3.3725 55.95)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, -3.3725 55.95)"
100,EBBR_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Eindhoven,Brussels,POINT (5.3784 51.4505),POINT (4.4859 50.9002),"LINESTRING (5.3784 51.4505, 4.4859 50.9002)","LINESTRING (5.3784 51.4505, 12.239712 41.77354, 4.4859 50.9002)"
101,EBBR_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Dublin,POINT (4.4859 50.9002),POINT (-6.2701 53.4213),"LINESTRING (4.4859 50.9002, -6.2701 53.4213)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, -6.2701 53.4213)"
102,EBBR_ESSA,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Stockholm,POINT (4.4859 50.9002),POINT (17.9186 59.6519),"LINESTRING (4.4859 50.9002, 17.9186 59.6519)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, 17.9186 59.6519)"
103,EBBR_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Cape town,POINT (4.4859 50.9002),POINT (18.6021 -33.9715),"LINESTRING (4.4859 50.9002, 18.6021 -33.9715)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, 18.6021 -33.9715)"
104,EBBR_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,New York,Brussels,POINT (-73.7797 40.6446),POINT (4.4859 50.9002),"LINESTRING (-73.7797 40.6446, 4.4859 50.9002)","LINESTRING (-73.7797 40.6446, 12.239712 41.77354, 4.4859 50.9002)"
105,EBBR_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Zagreb,Brussels,POINT (16.0675 45.7407),POINT (4.4859 50.9002),"LINESTRING (16.0675 45.7407, 4.4859 50.9002)","LINESTRING (16.0675 45.7407, 12.239712 41.77354, 4.4859 50.9002)"
106,EBBR_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Madrid,Brussels,POINT (-3.5626 40.4719),POINT (4.4859 50.9002),"LINESTRING (-3.5626 40.4719, 4.4859 50.9002)","LINESTRING (-3.5626 40.4719, 12.239712 41.77354, 4.4859 50.9002)"
107,EBBR_LFPG,2.0,2.0,0.0,352.0,0,352.0,4.0,Paris,Brussels,POINT (2.55 49.0128),POINT (4.4859 50.9002),"LINESTRING (2.55 49.0128, 4.4859 50.9002)","LINESTRING (2.55 49.0128, 12.239712 41.77354, 4.4859 50.9002)"
108,EBBR_LFQQ,2.0,0.0,0.0,112.0,0,112.0,2.0,Brussels,Lille,POINT (4.4859 50.9002),POINT (3.1025 50.5669),"LINESTRING (4.4859 50.9002, 3.1025 50.5669)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, 3.1025 50.5669)"
109,EBBR_LGAV,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Athens,POINT (4.4859 50.9002),POINT (23.948 37.9362),"LINESTRING (4.4859 50.9002, 23.948 37.9362)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, 23.948 37.9362)"
110,EBBR_LIRF,0.0,2.0,0.0,132.0,108,240.0,2.0,Rome,Brussels,POINT (12.239712 41.77354),POINT (4.4859 50.9002),"LINESTRING (12.239712 41.77354, 4.4859 50.9002)","LINESTRING (12.239712 41.77354, 12.239712 41.77354, 4.4859 50.9002)"
111,EBBR_LKPR,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Parague,POINT (4.4859 50.9002),POINT (14.2632 50.1018),"LINESTRING (4.4859 50.9002, 14.2632 50.1018)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, 14.2632 50.1018)"
112,EBBR_LPPT,0.0,0.0,0.0,0.0,0,0.0,0.0,Brussels,Lisbon,POINT (4.4859 50.9002),POINT (-9.1359 38.7813),"LINESTRING (4.4859 50.9002, -9.1359 38.7813)","LINESTRING (4.4859 50.9002, 12.239712 41.77354, -9.1359 38.7813)"
113,EBBR_LTFM,0.0,0.0,0.0,0.0,0,0.0,0.0,Instabul,Brussels,POINT (28.7425 41.2593),POINT (4.4859 50.9002),"LINESTRING (28.7425 41.2593, 4.4859 50.9002)","LINESTRING (28.7425 41.2593, 12.239712 41.77354, 4.4859 50.9002)"
114,EBBR_MMMX,0.0,0.0,0.0,0.0,0,0.0,0.0,Mexico city,Brussels,POINT (-99.0719 19.4361),POINT (4.4859 50.9002),"LINESTRING (-99.0719 19.4361, 4.4859 50.9002)","LINESTRING (-99.0719 19.4361, 12.239712 41.77354, 4.4859 50.9002)"
115,EBBR_OMDB,0.0,0.0,0.0,0.0,0,0.0,0.0,Dubai,Brussels,POINT (55.3641 25.2566),POINT (4.4859 50.9002),"LINESTRING (55.3641 25.2566, 4.4859 50.9002)","LINESTRING (55.3641 25.2566, 12.239712 41.77354, 4.4859 50.9002)"
116,EBBR_RJAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Tokyo,Brussels,POINT (140.3843 35.7702),POINT (4.4859 50.9002),"LINESTRING (140.3843 35.7702, 4.4859 50.9002)","LINESTRING (140.3843 35.7702, 12.239712 41.77354, 4.4859 50.9002)"
117,EBBR_SAEZ,0.0,0.0,0.0,0.0,0,0.0,0.0,Buenos Aires,Brussels,POINT (-58.5373 -34.8165),POINT (4.4859 50.9002),"LINESTRING (-58.5373 -34.8165, 4.4859 50.9002)","LINESTRING (-58.5373 -34.8165, 12.239712 41.77354, 4.4859 50.9002)"
118,EBBR_SBGL,0.0,0.0,0.0,0.0,0,0.0,0.0,Rio de Janeiro,Brussels,POINT (-43.2566 -22.8053),POINT (4.4859 50.9002),"LINESTRING (-43.2566 -22.8053, 4.4859 50.9002)","LINESTRING (-43.2566 -22.8053, 12.239712 41.77354, 4.4859 50.9002)"
119,EBBR_VIDP,0.0,0.0,0.0,0.0,0,0.0,0.0,New Delhi,Brussels,POINT (77.1006 28.5567),POINT (4.4859 50.9002),"LINESTRING (77.1006 28.5567, 4.4859 50.9002)","LINESTRING (77.1006 28.5567, 12.239712 41.77354, 4.4859 50.9002)"
120,EBBR_ZBAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Beijing,Brussels,POINT (116.6031 40.0799),POINT (4.4859 50.9002),"LINESTRING (116.6031 40.0799, 4.4859 50.9002)","LINESTRING (116.6031 40.0799, 12.239712 41.77354, 4.4859 50.9002)"
121,EBBR_ZSPD,0.0,0.0,0.0,0.0,0,0.0,0.0,Shanghai,Brussels,POINT (121.8083 31.1443),POINT (4.4859 50.9002),"LINESTRING (121.8083 31.1443, 4.4859 50.9002)","LINESTRING (121.8083 31.1443, 12.239712 41.77354, 4.4859 50.9002)"
122,EDDF_EDDM,2.0,0.0,0.0,112.0,0,112.0,2.0,Munich,Frankfurt,POINT (11.7861 48.3538),POINT (8.5706 50.0333),"LINESTRING (11.7861 48.3538, 8.5706 50.0333)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 8.5706 50.0333)"
123,EDDF_EDDT,2.0,0.0,0.0,112.0,0,112.0,2.0,Berlin,Frankfurt,POINT (13.2877 52.5597),POINT (8.5706 50.0333),"LINESTRING (13.2877 52.5597, 8.5706 50.0333)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 8.5706 50.0333)"
124,EDDF_EETN,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Tallinn,POINT (8.5706 50.0333),POINT (24.8165 59.4144),"LINESTRING (8.5706 50.0333, 24.8165 59.4144)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 24.8165 59.4144)"
125,EDDF_EFHK,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Helsinki,POINT (8.5706 50.0333),POINT (24.9633 60.3172),"LINESTRING (8.5706 50.0333, 24.9633 60.3172)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 24.9633 60.3172)"
126,EDDF_EFRO,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Rovaniemi,POINT (8.5706 50.0333),POINT (25.8275 66.558),"LINESTRING (8.5706 50.0333, 25.8275 66.558)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 25.8275 66.558)"
127,EDDF_EGPH,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Edinburgh,POINT (8.5706 50.0333),POINT (-3.3725 55.95),"LINESTRING (8.5706 50.0333, -3.3725 55.95)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, -3.3725 55.95)"
128,EDDF_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Eindhoven,POINT (8.5706 50.0333),POINT (5.3784 51.4505),"LINESTRING (8.5706 50.0333, 5.3784 51.4505)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 5.3784 51.4505)"
129,EDDF_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Dublin,POINT (8.5706 50.0333),POINT (-6.2701 53.4213),"LINESTRING (8.5706 50.0333, -6.2701 53.4213)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, -6.2701 53.4213)"
130,EDDF_ESSA,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Stockholm,POINT (8.5706 50.0333),POINT (17.9186 59.6519),"LINESTRING (8.5706 50.0333, 17.9186 59.6519)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 17.9186 59.6519)"
131,EDDF_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Cape town,POINT (8.5706 50.0333),POINT (18.6021 -33.9715),"LINESTRING (8.5706 50.0333, 18.6021 -33.9715)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 18.6021 -33.9715)"
132,EDDF_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,New York,POINT (8.5706 50.0333),POINT (-73.7797 40.6446),"LINESTRING (8.5706 50.0333, -73.7797 40.6446)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, -73.7797 40.6446)"
133,EDDF_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Zagreb,POINT (8.5706 50.0333),POINT (16.0675 45.7407),"LINESTRING (8.5706 50.0333, 16.0675 45.7407)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 16.0675 45.7407)"
134,EDDF_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Madrid,POINT (8.5706 50.0333),POINT (-3.5626 40.4719),"LINESTRING (8.5706 50.0333, -3.5626 40.4719)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, -3.5626 40.4719)"
135,EDDF_LFPG,1.0,2.0,0.0,296.0,0,296.0,3.0,Paris,Frankfurt,POINT (2.55 49.0128),POINT (8.5706 50.0333),"LINESTRING (2.55 49.0128, 8.5706 50.0333)","LINESTRING (2.55 49.0128, 12.239712 41.77354, 8.5706 50.0333)"
136,EDDF_LFQQ,2.0,0.0,0.0,112.0,0,112.0,2.0,Frankfurt,Lille,POINT (8.5706 50.0333),POINT (3.1025 50.5669),"LINESTRING (8.5706 50.0333, 3.1025 50.5669)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 3.1025 50.5669)"
137,EDDF_LGAV,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Athens,POINT (8.5706 50.0333),POINT (23.948 37.9362),"LINESTRING (8.5706 50.0333, 23.948 37.9362)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 23.948 37.9362)"
138,EDDF_LIRF,0.0,2.0,0.0,157.0,83,240.0,2.0,Rome,Frankfurt,POINT (12.239712 41.77354),POINT (8.5706 50.0333),"LINESTRING (12.239712 41.77354, 8.5706 50.0333)","LINESTRING (12.239712 41.77354, 12.239712 41.77354, 8.5706 50.0333)"
139,EDDF_LKPR,1.0,0.0,0.0,56.0,0,56.0,1.0,Frankfurt,Parague,POINT (8.5706 50.0333),POINT (14.2632 50.1018),"LINESTRING (8.5706 50.0333, 14.2632 50.1018)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 14.2632 50.1018)"
140,EDDF_LPPT,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Lisbon,POINT (8.5706 50.0333),POINT (-9.1359 38.7813),"LINESTRING (8.5706 50.0333, -9.1359 38.7813)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, -9.1359 38.7813)"
141,EDDF_LTFM,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Instabul,POINT (8.5706 50.0333),POINT (28.7425 41.2593),"LINESTRING (8.5706 50.0333, 28.7425 41.2593)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 28.7425 41.2593)"
142,EDDF_MMMX,0.0,0.0,0.0,0.0,0,0.0,0.0,Mexico city,Frankfurt,POINT (-99.0719 19.4361),POINT (8.5706 50.0333),"LINESTRING (-99.0719 19.4361, 8.5706 50.0333)","LINESTRING (-99.0719 19.4361, 12.239712 41.77354, 8.5706 50.0333)"
143,EDDF_OMDB,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Dubai,POINT (8.5706 50.0333),POINT (55.3641 25.2566),"LINESTRING (8.5706 50.0333, 55.3641 25.2566)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 55.3641 25.2566)"
144,EDDF_RJAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Tokyo,Frankfurt,POINT (140.3843 35.7702),POINT (8.5706 50.0333),"LINESTRING (140.3843 35.7702, 8.5706 50.0333)","LINESTRING (140.3843 35.7702, 12.239712 41.77354, 8.5706 50.0333)"
145,EDDF_SAEZ,0.0,0.0,0.0,0.0,0,0.0,0.0,Buenos Aires,Frankfurt,POINT (-58.5373 -34.8165),POINT (8.5706 50.0333),"LINESTRING (-58.5373 -34.8165, 8.5706 50.0333)","LINESTRING (-58.5373 -34.8165, 12.239712 41.77354, 8.5706 50.0333)"
146,EDDF_SBGL,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Rio de Janeiro,POINT (8.5706 50.0333),POINT (-43.2566 -22.8053),"LINESTRING (8.5706 50.0333, -43.2566 -22.8053)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, -43.2566 -22.8053)"
147,EDDF_VIDP,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,New Delhi,POINT (8.5706 50.0333),POINT (77.1006 28.5567),"LINESTRING (8.5706 50.0333, 77.1006 28.5567)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 77.1006 28.5567)"
148,EDDF_ZBAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Beijing,POINT (8.5706 50.0333),POINT (116.6031 40.0799),"LINESTRING (8.5706 50.0333, 116.6031 40.0799)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 116.6031 40.0799)"
149,EDDF_ZSPD,0.0,0.0,0.0,0.0,0,0.0,0.0,Frankfurt,Shanghai,POINT (8.5706 50.0333),POINT (121.8083 31.1443),"LINESTRING (8.5706 50.0333, 121.8083 31.1443)","LINESTRING (8.5706 50.0333, 12.239712 41.77354, 121.8083 31.1443)"
150,EDDM_EDDT,2.0,0.0,0.0,112.0,0,112.0,2.0,Berlin,Munich,POINT (13.2877 52.5597),POINT (11.7861 48.3538),"LINESTRING (13.2877 52.5597, 11.7861 48.3538)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 11.7861 48.3538)"
151,EDDM_EETN,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Tallinn,POINT (11.7861 48.3538),POINT (24.8165 59.4144),"LINESTRING (11.7861 48.3538, 24.8165 59.4144)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 24.8165 59.4144)"
152,EDDM_EFHK,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Helsinki,POINT (11.7861 48.3538),POINT (24.9633 60.3172),"LINESTRING (11.7861 48.3538, 24.9633 60.3172)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 24.9633 60.3172)"
153,EDDM_EFRO,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Rovaniemi,POINT (11.7861 48.3538),POINT (25.8275 66.558),"LINESTRING (11.7861 48.3538, 25.8275 66.558)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 25.8275 66.558)"
154,EDDM_EGPH,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Edinburgh,POINT (11.7861 48.3538),POINT (-3.3725 55.95),"LINESTRING (11.7861 48.3538, -3.3725 55.95)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -3.3725 55.95)"
155,EDDM_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Eindhoven,POINT (11.7861 48.3538),POINT (5.3784 51.4505),"LINESTRING (11.7861 48.3538, 5.3784 51.4505)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 5.3784 51.4505)"
156,EDDM_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Dublin,POINT (11.7861 48.3538),POINT (-6.2701 53.4213),"LINESTRING (11.7861 48.3538, -6.2701 53.4213)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -6.2701 53.4213)"
157,EDDM_ESSA,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Stockholm,POINT (11.7861 48.3538),POINT (17.9186 59.6519),"LINESTRING (11.7861 48.3538, 17.9186 59.6519)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 17.9186 59.6519)"
158,EDDM_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Cape town,POINT (11.7861 48.3538),POINT (18.6021 -33.9715),"LINESTRING (11.7861 48.3538, 18.6021 -33.9715)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 18.6021 -33.9715)"
159,EDDM_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,New York,POINT (11.7861 48.3538),POINT (-73.7797 40.6446),"LINESTRING (11.7861 48.3538, -73.7797 40.6446)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -73.7797 40.6446)"
160,EDDM_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Zagreb,POINT (11.7861 48.3538),POINT (16.0675 45.7407),"LINESTRING (11.7861 48.3538, 16.0675 45.7407)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 16.0675 45.7407)"
161,EDDM_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Madrid,POINT (11.7861 48.3538),POINT (-3.5626 40.4719),"LINESTRING (11.7861 48.3538, -3.5626 40.4719)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -3.5626 40.4719)"
162,EDDM_LFPG,0.0,2.0,0.0,240.0,0,240.0,2.0,Munich,Paris,POINT (11.7861 48.3538),POINT (2.55 49.0128),"LINESTRING (11.7861 48.3538, 2.55 49.0128)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 2.55 49.0128)"
163,EDDM_LFQQ,1.0,0.0,0.0,56.0,0,56.0,1.0,Munich,Lille,POINT (11.7861 48.3538),POINT (3.1025 50.5669),"LINESTRING (11.7861 48.3538, 3.1025 50.5669)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 3.1025 50.5669)"
164,EDDM_LGAV,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Athens,POINT (11.7861 48.3538),POINT (23.948 37.9362),"LINESTRING (11.7861 48.3538, 23.948 37.9362)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 23.948 37.9362)"
165,EDDM_LIRF,1.0,3.0,0.0,163.0,253,416.0,4.0,Rome,Munich,POINT (12.239712 41.77354),POINT (11.7861 48.3538),"LINESTRING (12.239712 41.77354, 11.7861 48.3538)","LINESTRING (12.239712 41.77354, 12.239712 41.77354, 11.7861 48.3538)"
166,EDDM_LKPR,2.0,0.0,0.0,112.0,0,112.0,2.0,Munich,Parague,POINT (11.7861 48.3538),POINT (14.2632 50.1018),"LINESTRING (11.7861 48.3538, 14.2632 50.1018)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 14.2632 50.1018)"
167,EDDM_LPPT,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Lisbon,POINT (11.7861 48.3538),POINT (-9.1359 38.7813),"LINESTRING (11.7861 48.3538, -9.1359 38.7813)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -9.1359 38.7813)"
168,EDDM_LTFM,0.0,1.0,0.0,120.0,0,120.0,1.0,Munich,Instabul,POINT (11.7861 48.3538),POINT (28.7425 41.2593),"LINESTRING (11.7861 48.3538, 28.7425 41.2593)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 28.7425 41.2593)"
169,EDDM_MMMX,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Mexico city,POINT (11.7861 48.3538),POINT (-99.0719 19.4361),"LINESTRING (11.7861 48.3538, -99.0719 19.4361)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -99.0719 19.4361)"
170,EDDM_OMDB,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Dubai,POINT (11.7861 48.3538),POINT (55.3641 25.2566),"LINESTRING (11.7861 48.3538, 55.3641 25.2566)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 55.3641 25.2566)"
171,EDDM_RJAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Tokyo,Munich,POINT (140.3843 35.7702),POINT (11.7861 48.3538),"LINESTRING (140.3843 35.7702, 11.7861 48.3538)","LINESTRING (140.3843 35.7702, 12.239712 41.77354, 11.7861 48.3538)"
172,EDDM_SAEZ,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Buenos Aires,POINT (11.7861 48.3538),POINT (-58.5373 -34.8165),"LINESTRING (11.7861 48.3538, -58.5373 -34.8165)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -58.5373 -34.8165)"
173,EDDM_SBGL,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Rio de Janeiro,POINT (11.7861 48.3538),POINT (-43.2566 -22.8053),"LINESTRING (11.7861 48.3538, -43.2566 -22.8053)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, -43.2566 -22.8053)"
174,EDDM_VIDP,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,New Delhi,POINT (11.7861 48.3538),POINT (77.1006 28.5567),"LINESTRING (11.7861 48.3538, 77.1006 28.5567)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 77.1006 28.5567)"
175,EDDM_ZBAA,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Beijing,POINT (11.7861 48.3538),POINT (116.6031 40.0799),"LINESTRING (11.7861 48.3538, 116.6031 40.0799)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 116.6031 40.0799)"
176,EDDM_ZSPD,0.0,0.0,0.0,0.0,0,0.0,0.0,Munich,Shanghai,POINT (11.7861 48.3538),POINT (121.8083 31.1443),"LINESTRING (11.7861 48.3538, 121.8083 31.1443)","LINESTRING (11.7861 48.3538, 12.239712 41.77354, 121.8083 31.1443)"
177,EDDT_EETN,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Tallinn,POINT (13.2877 52.5597),POINT (24.8165 59.4144),"LINESTRING (13.2877 52.5597, 24.8165 59.4144)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 24.8165 59.4144)"
178,EDDT_EFHK,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Helsinki,POINT (13.2877 52.5597),POINT (24.9633 60.3172),"LINESTRING (13.2877 52.5597, 24.9633 60.3172)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 24.9633 60.3172)"
179,EDDT_EFRO,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Rovaniemi,POINT (13.2877 52.5597),POINT (25.8275 66.558),"LINESTRING (13.2877 52.5597, 25.8275 66.558)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 25.8275 66.558)"
180,EDDT_EGPH,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Edinburgh,POINT (13.2877 52.5597),POINT (-3.3725 55.95),"LINESTRING (13.2877 52.5597, -3.3725 55.95)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -3.3725 55.95)"
181,EDDT_EHEH,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Eindhoven,POINT (13.2877 52.5597),POINT (5.3784 51.4505),"LINESTRING (13.2877 52.5597, 5.3784 51.4505)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 5.3784 51.4505)"
182,EDDT_EIDW,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Dublin,POINT (13.2877 52.5597),POINT (-6.2701 53.4213),"LINESTRING (13.2877 52.5597, -6.2701 53.4213)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -6.2701 53.4213)"
183,EDDT_ESSA,2.0,0.0,0.0,112.0,0,112.0,2.0,Berlin,Stockholm,POINT (13.2877 52.5597),POINT (17.9186 59.6519),"LINESTRING (13.2877 52.5597, 17.9186 59.6519)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 17.9186 59.6519)"
184,EDDT_FACT,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Cape town,POINT (13.2877 52.5597),POINT (18.6021 -33.9715),"LINESTRING (13.2877 52.5597, 18.6021 -33.9715)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 18.6021 -33.9715)"
185,EDDT_KJFK,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,New York,POINT (13.2877 52.5597),POINT (-73.7797 40.6446),"LINESTRING (13.2877 52.5597, -73.7797 40.6446)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -73.7797 40.6446)"
186,EDDT_LDZA,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Zagreb,POINT (13.2877 52.5597),POINT (16.0675 45.7407),"LINESTRING (13.2877 52.5597, 16.0675 45.7407)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 16.0675 45.7407)"
187,EDDT_LEMD,0.0,0.0,0.0,0.0,0,0.0,0.0,Berlin,Madrid,POINT (13.2877 52.5597),POINT (-3.5626 40.4719),"LINESTRING (13.2877 52.5597, -3.5626 40.4719)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, -3.5626 40.4719)"
188,EDDT_LFPG,0.0,2.0,0.0,240.0,0,240.0,2.0,Berlin,Paris,POINT (13.2877 52.5597),POINT (2.55 49.0128),"LINESTRING (13.2877 52.5597, 2.55 49.0128)","LINESTRING (13.2877 52.5597, 12.239712 41.77354, 2.55 49.0128)"
