,ICAO Code_origin,ICAO Code_destination,City Name_origin,City Name_destination,Origin,Destination,Direct_flights,Transfer_flights,Total_flights_AC_1,Total_flights_AC_2,Total_flights_AC_3,Direct_pax,Transfering_pax,OD_pair,Total pax,Total flights
283,CYVR,EHEH,Vancouver,Eindhoven,POINT (-123.1788 49.1951),POINT (5.3784 51.4505),"LINESTRING (-123.1788 49.1951, 5.3784 51.4505)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 5.3784 51.4505)",0.0,0.0,0.0,0.0,0,CYVR_EHEH,0.0,0.0
284,CYVR,EFHK,Vancouver,Helsinki,POINT (-123.1788 49.1951),POINT (24.9633 60.3172),"LINESTRING (-123.1788 49.1951, 24.9633 60.3172)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 24.9633 60.3172)",0.0,0.0,0.0,0.0,0,CYVR_EFHK,0.0,0.0
285,CYVR,LDZA,Vancouver,Zagreb,POINT (-123.1788 49.1951),POINT (16.0675 45.7407),"LINESTRING (-123.1788 49.1951, 16.0675 45.7407)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 16.0675 45.7407)",0.0,0.0,0.0,0.0,0,CYVR_LDZA,0.0,0.0
286,CYVR,EBBR,Vancouver,Brussels,POINT (-123.1788 49.1951),POINT (4.4859 50.9002),"LINESTRING (-123.1788 49.1951, 4.4859 50.9002)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 4.4859 50.9002)",0.0,0.0,0.0,0.0,0,CYVR_EBBR,0.0,0.0
287,CYVR,EIDW,Vancouver,Dublin,POINT (-123.1788 49.1951),POINT (-6.2701 53.4213),"LINESTRING (-123.1788 49.1951, -6.2701 53.4213)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, -6.2701 53.4213)",0.0,0.0,0.0,0.0,0,CYVR_EIDW,0.0,0.0
288,CYVR,LGAV,Vancouver,Athens,POINT (-123.1788 49.1951),POINT (23.948 37.9362),"LINESTRING (-123.1788 49.1951, 23.948 37.9362)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 23.948 37.9362)",0.0,0.0,0.0,0.0,0,CYVR_LGAV,0.0,0.0
289,CYVR,BIKF,Vancouver,Reykjavik,POINT (-123.1788 49.1951),POINT (-21.9466 64.1318),"LINESTRING (-123.1788 49.1951, -21.9466 64.1318)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, -21.9466 64.1318)",0.0,0.0,0.0,0.0,0,BIKF_CYVR,0.0,0.0
290,CYVR,EETN,Vancouver,Tallinn,POINT (-123.1788 49.1951),POINT (24.8165 59.4144),"LINESTRING (-123.1788 49.1951, 24.8165 59.4144)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 24.8165 59.4144)",0.0,0.0,0.0,0.0,0,CYVR_EETN,0.0,0.0
291,CYVR,LKPR,Vancouver,Parague,POINT (-123.1788 49.1951),POINT (14.2632 50.1018),"LINESTRING (-123.1788 49.1951, 14.2632 50.1018)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 14.2632 50.1018)",0.0,0.0,0.0,0.0,0,CYVR_LKPR,0.0,0.0
292,CYVR,FACT,Vancouver,Cape town,POINT (-123.1788 49.1951),POINT (18.6021 -33.9715),"LINESTRING (-123.1788 49.1951, 18.6021 -33.9715)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,0,CYVR_FACT,0.0,0.0
293,CYVR,ESSA,Vancouver,Stockholm,POINT (-123.1788 49.1951),POINT (17.9186 59.6519),"LINESTRING (-123.1788 49.1951, 17.9186 59.6519)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 17.9186 59.6519)",0.0,0.0,0.0,0.0,0,CYVR_ESSA,0.0,0.0
294,CYVR,EGPH,Vancouver,Edinburgh,POINT (-123.1788 49.1951),POINT (-3.3725 55.95),"LINESTRING (-123.1788 49.1951, -3.3725 55.95)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, -3.3725 55.95)",0.0,0.0,0.0,0.0,0,CYVR_EGPH,0.0,0.0
295,CYVR,LFQQ,Vancouver,Lille,POINT (-123.1788 49.1951),POINT (3.1025 50.5669),"LINESTRING (-123.1788 49.1951, 3.1025 50.5669)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, 3.1025 50.5669)",0.0,0.0,0.0,0.0,0,CYVR_LFQQ,0.0,0.0
296,CYVR,LPPT,Vancouver,Lisbon,POINT (-123.1788 49.1951),POINT (-9.1359 38.7813),"LINESTRING (-123.1788 49.1951, -9.1359 38.7813)","LINESTRING (-123.1788 49.1951, 2.55 49.0128, -9.1359 38.7813)",0.0,0.0,0.0,0.0,0,CYVR_LPPT,0.0,0.0
297,EDDF,LIRF,Frankfurt,Rome,POINT (8.5706 50.0333),POINT (12.239712 41.77354),"LINESTRING (8.5706 50.0333, 12.239712 41.77354)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 12.239712 41.77354)",-0.0,-0.0,0.0,-0.0,0,EDDF_LIRF,0.0,0.0
298,EDDF,EDDT,Frankfurt,Berlin,POINT (8.5706 50.0333),POINT (13.2877 52.5597),"LINESTRING (8.5706 50.0333, 13.2877 52.5597)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 13.2877 52.5597)",1.0,-0.0,0.0,56.0,0,EDDF_EDDT,56.0,1.0
299,EDDF,RJAA,Frankfurt,Tokyo,POINT (8.5706 50.0333),POINT (140.3843 35.7702),"LINESTRING (8.5706 50.0333, 140.3843 35.7702)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 140.3843 35.7702)",0.0,0.0,0.0,0.0,0,EDDF_RJAA,0.0,0.0
300,EDDF,EDDM,Frankfurt,Munich,POINT (8.5706 50.0333),POINT (11.7861 48.3538),"LINESTRING (8.5706 50.0333, 11.7861 48.3538)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 11.7861 48.3538)",1.0,-0.0,0.0,56.0,0,EDDF_EDDM,56.0,1.0
301,EDDF,LFPG,Frankfurt,Paris,POINT (8.5706 50.0333),POINT (2.55 49.0128),"LINESTRING (8.5706 50.0333, 2.55 49.0128)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 2.55 49.0128)",1.0,4.0,0.0,186.0,350,EDDF_LFPG,536.0,5.0
302,EDDF,SAEZ,Frankfurt,Buenos Aires,POINT (8.5706 50.0333),POINT (-58.5373 -34.8165),"LINESTRING (8.5706 50.0333, -58.5373 -34.8165)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,0,EDDF_SAEZ,0.0,0.0
303,EDDF,CYYZ,Frankfurt,Toronto,POINT (8.5706 50.0333),POINT (-79.6145 43.6817),"LINESTRING (8.5706 50.0333, -79.6145 43.6817)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -79.6145 43.6817)",0.0,0.0,0.0,0.0,0,CYYZ_EDDF,0.0,0.0
304,EDDF,MMMX,Frankfurt,Mexico city,POINT (8.5706 50.0333),POINT (-99.0719 19.4361),"LINESTRING (8.5706 50.0333, -99.0719 19.4361)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -99.0719 19.4361)",0.0,0.0,0.0,0.0,0,EDDF_MMMX,0.0,0.0
305,EDDF,CYVR,Frankfurt,Vancouver,POINT (8.5706 50.0333),POINT (-123.1788 49.1951),"LINESTRING (8.5706 50.0333, -123.1788 49.1951)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -123.1788 49.1951)",0.0,0.0,0.0,0.0,0,CYVR_EDDF,0.0,0.0
307,EDDF,KJFK,Frankfurt,New York,POINT (8.5706 50.0333),POINT (-73.7797 40.6446),"LINESTRING (8.5706 50.0333, -73.7797 40.6446)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -73.7797 40.6446)",0.0,0.0,0.0,0.0,0,EDDF_KJFK,0.0,0.0
308,EDDF,SBGL,Frankfurt,Rio de Janeiro,POINT (8.5706 50.0333),POINT (-43.2566 -22.8053),"LINESTRING (8.5706 50.0333, -43.2566 -22.8053)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,0,EDDF_SBGL,0.0,0.0
309,EDDF,LEMD,Frankfurt,Madrid,POINT (8.5706 50.0333),POINT (-3.5626 40.4719),"LINESTRING (8.5706 50.0333, -3.5626 40.4719)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -3.5626 40.4719)",-0.0,-0.0,0.0,-0.0,0,EDDF_LEMD,0.0,0.0
310,EDDF,ZSPD,Frankfurt,Shanghai,POINT (8.5706 50.0333),POINT (121.8083 31.1443),"LINESTRING (8.5706 50.0333, 121.8083 31.1443)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 121.8083 31.1443)",0.0,0.0,0.0,0.0,0,EDDF_ZSPD,0.0,0.0
311,EDDF,OMDB,Frankfurt,Dubai,POINT (8.5706 50.0333),POINT (55.3641 25.2566),"LINESTRING (8.5706 50.0333, 55.3641 25.2566)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 55.3641 25.2566)",0.0,0.0,0.0,0.0,0,EDDF_OMDB,0.0,0.0
312,EDDF,LTFM,Frankfurt,Instabul,POINT (8.5706 50.0333),POINT (28.7425 41.2593),"LINESTRING (8.5706 50.0333, 28.7425 41.2593)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 28.7425 41.2593)",-0.0,-0.0,0.0,-0.0,0,EDDF_LTFM,0.0,0.0
313,EDDF,ZBAA,Frankfurt,Beijing,POINT (8.5706 50.0333),POINT (116.6031 40.0799),"LINESTRING (8.5706 50.0333, 116.6031 40.0799)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 116.6031 40.0799)",0.0,0.0,0.0,0.0,0,EDDF_ZBAA,0.0,0.0
314,EDDF,VIDP,Frankfurt,New Delhi,POINT (8.5706 50.0333),POINT (77.1006 28.5567),"LINESTRING (8.5706 50.0333, 77.1006 28.5567)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 77.1006 28.5567)",0.0,0.0,0.0,0.0,0,EDDF_VIDP,0.0,0.0
315,EDDF,EFRO,Frankfurt,Rovaniemi,POINT (8.5706 50.0333),POINT (25.8275 66.558),"LINESTRING (8.5706 50.0333, 25.8275 66.558)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 25.8275 66.558)",0.0,0.0,0.0,0.0,0,EDDF_EFRO,0.0,0.0
316,EDDF,EHEH,Frankfurt,Eindhoven,POINT (8.5706 50.0333),POINT (5.3784 51.4505),"LINESTRING (8.5706 50.0333, 5.3784 51.4505)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 5.3784 51.4505)",-0.0,-0.0,0.0,-0.0,0,EDDF_EHEH,0.0,0.0
317,EDDF,EFHK,Frankfurt,Helsinki,POINT (8.5706 50.0333),POINT (24.9633 60.3172),"LINESTRING (8.5706 50.0333, 24.9633 60.3172)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 24.9633 60.3172)",-0.0,0.0,0.0,-0.0,0,EDDF_EFHK,0.0,0.0
318,EDDF,LDZA,Frankfurt,Zagreb,POINT (8.5706 50.0333),POINT (16.0675 45.7407),"LINESTRING (8.5706 50.0333, 16.0675 45.7407)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 16.0675 45.7407)",-0.0,0.0,0.0,-0.0,0,EDDF_LDZA,0.0,0.0
319,EDDF,EBBR,Frankfurt,Brussels,POINT (8.5706 50.0333),POINT (4.4859 50.9002),"LINESTRING (8.5706 50.0333, 4.4859 50.9002)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 4.4859 50.9002)",1.0,-0.0,0.0,56.0,0,EBBR_EDDF,56.0,1.0
320,EDDF,EIDW,Frankfurt,Dublin,POINT (8.5706 50.0333),POINT (-6.2701 53.4213),"LINESTRING (8.5706 50.0333, -6.2701 53.4213)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -6.2701 53.4213)",-0.0,0.0,0.0,-0.0,0,EDDF_EIDW,0.0,0.0
321,EDDF,LGAV,Frankfurt,Athens,POINT (8.5706 50.0333),POINT (23.948 37.9362),"LINESTRING (8.5706 50.0333, 23.948 37.9362)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 23.948 37.9362)",-0.0,0.0,0.0,-0.0,0,EDDF_LGAV,0.0,0.0
322,EDDF,BIKF,Frankfurt,Reykjavik,POINT (8.5706 50.0333),POINT (-21.9466 64.1318),"LINESTRING (8.5706 50.0333, -21.9466 64.1318)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -21.9466 64.1318)",0.0,0.0,0.0,0.0,0,BIKF_EDDF,0.0,0.0
323,EDDF,EETN,Frankfurt,Tallinn,POINT (8.5706 50.0333),POINT (24.8165 59.4144),"LINESTRING (8.5706 50.0333, 24.8165 59.4144)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 24.8165 59.4144)",0.0,0.0,0.0,0.0,0,EDDF_EETN,0.0,0.0
324,EDDF,LKPR,Frankfurt,Parague,POINT (8.5706 50.0333),POINT (14.2632 50.1018),"LINESTRING (8.5706 50.0333, 14.2632 50.1018)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 14.2632 50.1018)",1.0,-0.0,0.0,56.0,0,EDDF_LKPR,56.0,1.0
325,EDDF,FACT,Frankfurt,Cape town,POINT (8.5706 50.0333),POINT (18.6021 -33.9715),"LINESTRING (8.5706 50.0333, 18.6021 -33.9715)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,0,EDDF_FACT,0.0,0.0
326,EDDF,ESSA,Frankfurt,Stockholm,POINT (8.5706 50.0333),POINT (17.9186 59.6519),"LINESTRING (8.5706 50.0333, 17.9186 59.6519)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 17.9186 59.6519)",-0.0,0.0,0.0,-0.0,0,EDDF_ESSA,0.0,0.0
327,EDDF,EGPH,Frankfurt,Edinburgh,POINT (8.5706 50.0333),POINT (-3.3725 55.95),"LINESTRING (8.5706 50.0333, -3.3725 55.95)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -3.3725 55.95)",-0.0,0.0,0.0,-0.0,0,EDDF_EGPH,0.0,0.0
328,EDDF,LFQQ,Frankfurt,Lille,POINT (8.5706 50.0333),POINT (3.1025 50.5669),"LINESTRING (8.5706 50.0333, 3.1025 50.5669)","LINESTRING (8.5706 50.0333, 2.55 49.0128, 3.1025 50.5669)",1.0,-0.0,0.0,56.0,0,EDDF_LFQQ,56.0,1.0
329,EDDF,LPPT,Frankfurt,Lisbon,POINT (8.5706 50.0333),POINT (-9.1359 38.7813),"LINESTRING (8.5706 50.0333, -9.1359 38.7813)","LINESTRING (8.5706 50.0333, 2.55 49.0128, -9.1359 38.7813)",-0.0,0.0,0.0,-0.0,0,EDDF_LPPT,0.0,0.0
330,KJFK,LIRF,New York,Rome,POINT (-73.7797 40.6446),POINT (12.239712 41.77354),"LINESTRING (-73.7797 40.6446, 12.239712 41.77354)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 12.239712 41.77354)",0.0,0.0,0.0,0.0,0,KJFK_LIRF,0.0,0.0
331,KJFK,EDDT,New York,Berlin,POINT (-73.7797 40.6446),POINT (13.2877 52.5597),"LINESTRING (-73.7797 40.6446, 13.2877 52.5597)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 13.2877 52.5597)",0.0,0.0,0.0,0.0,0,EDDT_KJFK,0.0,0.0
332,KJFK,RJAA,New York,Tokyo,POINT (-73.7797 40.6446),POINT (140.3843 35.7702),"LINESTRING (-73.7797 40.6446, 140.3843 35.7702)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 140.3843 35.7702)",0.0,0.0,0.0,0.0,0,KJFK_RJAA,0.0,0.0
333,KJFK,EDDM,New York,Munich,POINT (-73.7797 40.6446),POINT (11.7861 48.3538),"LINESTRING (-73.7797 40.6446, 11.7861 48.3538)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 11.7861 48.3538)",0.0,0.0,0.0,0.0,0,EDDM_KJFK,0.0,0.0
334,KJFK,LFPG,New York,Paris,POINT (-73.7797 40.6446),POINT (2.55 49.0128),"LINESTRING (-73.7797 40.6446, 2.55 49.0128)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 2.55 49.0128)",0.0,0.0,5.0,265.0,1015,KJFK_LFPG,1280.0,5.0
335,KJFK,SAEZ,New York,Buenos Aires,POINT (-73.7797 40.6446),POINT (-58.5373 -34.8165),"LINESTRING (-73.7797 40.6446, -58.5373 -34.8165)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,0,KJFK_SAEZ,0.0,0.0
336,KJFK,CYYZ,New York,Toronto,POINT (-73.7797 40.6446),POINT (-79.6145 43.6817),"LINESTRING (-73.7797 40.6446, -79.6145 43.6817)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -79.6145 43.6817)",0.0,0.0,0.0,0.0,0,CYYZ_KJFK,0.0,0.0
337,KJFK,MMMX,New York,Mexico city,POINT (-73.7797 40.6446),POINT (-99.0719 19.4361),"LINESTRING (-73.7797 40.6446, -99.0719 19.4361)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -99.0719 19.4361)",0.0,-0.0,1.0,256.0,0,KJFK_MMMX,256.0,1.0
338,KJFK,CYVR,New York,Vancouver,POINT (-73.7797 40.6446),POINT (-123.1788 49.1951),"LINESTRING (-73.7797 40.6446, -123.1788 49.1951)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -123.1788 49.1951)",0.0,0.0,0.0,0.0,0,CYVR_KJFK,0.0,0.0
339,KJFK,EDDF,New York,Frankfurt,POINT (-73.7797 40.6446),POINT (8.5706 50.0333),"LINESTRING (-73.7797 40.6446, 8.5706 50.0333)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 8.5706 50.0333)",0.0,0.0,0.0,0.0,0,EDDF_KJFK,0.0,0.0
341,KJFK,SBGL,New York,Rio de Janeiro,POINT (-73.7797 40.6446),POINT (-43.2566 -22.8053),"LINESTRING (-73.7797 40.6446, -43.2566 -22.8053)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,0,KJFK_SBGL,0.0,0.0
342,KJFK,LEMD,New York,Madrid,POINT (-73.7797 40.6446),POINT (-3.5626 40.4719),"LINESTRING (-73.7797 40.6446, -3.5626 40.4719)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -3.5626 40.4719)",0.0,0.0,0.0,0.0,0,KJFK_LEMD,0.0,0.0
343,KJFK,ZSPD,New York,Shanghai,POINT (-73.7797 40.6446),POINT (121.8083 31.1443),"LINESTRING (-73.7797 40.6446, 121.8083 31.1443)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 121.8083 31.1443)",0.0,0.0,0.0,0.0,0,KJFK_ZSPD,0.0,0.0
344,KJFK,OMDB,New York,Dubai,POINT (-73.7797 40.6446),POINT (55.3641 25.2566),"LINESTRING (-73.7797 40.6446, 55.3641 25.2566)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 55.3641 25.2566)",0.0,0.0,0.0,0.0,0,KJFK_OMDB,0.0,0.0
345,KJFK,LTFM,New York,Instabul,POINT (-73.7797 40.6446),POINT (28.7425 41.2593),"LINESTRING (-73.7797 40.6446, 28.7425 41.2593)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 28.7425 41.2593)",0.0,0.0,0.0,0.0,0,KJFK_LTFM,0.0,0.0
346,KJFK,ZBAA,New York,Beijing,POINT (-73.7797 40.6446),POINT (116.6031 40.0799),"LINESTRING (-73.7797 40.6446, 116.6031 40.0799)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 116.6031 40.0799)",0.0,0.0,0.0,0.0,0,KJFK_ZBAA,0.0,0.0
347,KJFK,VIDP,New York,New Delhi,POINT (-73.7797 40.6446),POINT (77.1006 28.5567),"LINESTRING (-73.7797 40.6446, 77.1006 28.5567)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 77.1006 28.5567)",0.0,0.0,0.0,0.0,0,KJFK_VIDP,0.0,0.0
348,KJFK,EFRO,New York,Rovaniemi,POINT (-73.7797 40.6446),POINT (25.8275 66.558),"LINESTRING (-73.7797 40.6446, 25.8275 66.558)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 25.8275 66.558)",0.0,0.0,0.0,0.0,0,EFRO_KJFK,0.0,0.0
349,KJFK,EHEH,New York,Eindhoven,POINT (-73.7797 40.6446),POINT (5.3784 51.4505),"LINESTRING (-73.7797 40.6446, 5.3784 51.4505)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 5.3784 51.4505)",0.0,0.0,0.0,0.0,0,EHEH_KJFK,0.0,0.0
350,KJFK,EFHK,New York,Helsinki,POINT (-73.7797 40.6446),POINT (24.9633 60.3172),"LINESTRING (-73.7797 40.6446, 24.9633 60.3172)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 24.9633 60.3172)",0.0,0.0,0.0,0.0,0,EFHK_KJFK,0.0,0.0
351,KJFK,LDZA,New York,Zagreb,POINT (-73.7797 40.6446),POINT (16.0675 45.7407),"LINESTRING (-73.7797 40.6446, 16.0675 45.7407)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 16.0675 45.7407)",0.0,0.0,0.0,0.0,0,KJFK_LDZA,0.0,0.0
352,KJFK,EBBR,New York,Brussels,POINT (-73.7797 40.6446),POINT (4.4859 50.9002),"LINESTRING (-73.7797 40.6446, 4.4859 50.9002)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 4.4859 50.9002)",0.0,0.0,0.0,0.0,0,EBBR_KJFK,0.0,0.0
353,KJFK,EIDW,New York,Dublin,POINT (-73.7797 40.6446),POINT (-6.2701 53.4213),"LINESTRING (-73.7797 40.6446, -6.2701 53.4213)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -6.2701 53.4213)",0.0,0.0,0.0,0.0,0,EIDW_KJFK,0.0,0.0
354,KJFK,LGAV,New York,Athens,POINT (-73.7797 40.6446),POINT (23.948 37.9362),"LINESTRING (-73.7797 40.6446, 23.948 37.9362)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 23.948 37.9362)",0.0,0.0,0.0,0.0,0,KJFK_LGAV,0.0,0.0
355,KJFK,BIKF,New York,Reykjavik,POINT (-73.7797 40.6446),POINT (-21.9466 64.1318),"LINESTRING (-73.7797 40.6446, -21.9466 64.1318)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -21.9466 64.1318)",0.0,0.0,0.0,0.0,0,BIKF_KJFK,0.0,0.0
356,KJFK,EETN,New York,Tallinn,POINT (-73.7797 40.6446),POINT (24.8165 59.4144),"LINESTRING (-73.7797 40.6446, 24.8165 59.4144)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 24.8165 59.4144)",0.0,0.0,0.0,0.0,0,EETN_KJFK,0.0,0.0
357,KJFK,LKPR,New York,Parague,POINT (-73.7797 40.6446),POINT (14.2632 50.1018),"LINESTRING (-73.7797 40.6446, 14.2632 50.1018)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 14.2632 50.1018)",0.0,0.0,0.0,0.0,0,KJFK_LKPR,0.0,0.0
358,KJFK,FACT,New York,Cape town,POINT (-73.7797 40.6446),POINT (18.6021 -33.9715),"LINESTRING (-73.7797 40.6446, 18.6021 -33.9715)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,0,FACT_KJFK,0.0,0.0
359,KJFK,ESSA,New York,Stockholm,POINT (-73.7797 40.6446),POINT (17.9186 59.6519),"LINESTRING (-73.7797 40.6446, 17.9186 59.6519)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 17.9186 59.6519)",0.0,0.0,0.0,0.0,0,ESSA_KJFK,0.0,0.0
360,KJFK,EGPH,New York,Edinburgh,POINT (-73.7797 40.6446),POINT (-3.3725 55.95),"LINESTRING (-73.7797 40.6446, -3.3725 55.95)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -3.3725 55.95)",0.0,0.0,0.0,0.0,0,EGPH_KJFK,0.0,0.0
361,KJFK,LFQQ,New York,Lille,POINT (-73.7797 40.6446),POINT (3.1025 50.5669),"LINESTRING (-73.7797 40.6446, 3.1025 50.5669)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, 3.1025 50.5669)",0.0,0.0,0.0,0.0,0,KJFK_LFQQ,0.0,0.0
362,KJFK,LPPT,New York,Lisbon,POINT (-73.7797 40.6446),POINT (-9.1359 38.7813),"LINESTRING (-73.7797 40.6446, -9.1359 38.7813)","LINESTRING (-73.7797 40.6446, 2.55 49.0128, -9.1359 38.7813)",0.0,0.0,0.0,0.0,0,KJFK_LPPT,0.0,0.0
363,SBGL,LIRF,Rio de Janeiro,Rome,POINT (-43.2566 -22.8053),POINT (12.239712 41.77354),"LINESTRING (-43.2566 -22.8053, 12.239712 41.77354)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, 12.239712 41.77354)",0.0,0.0,0.0,0.0,0,LIRF_SBGL,0.0,0.0
364,SBGL,EDDT,Rio de Janeiro,Berlin,POINT (-43.2566 -22.8053),POINT (13.2877 52.5597),"LINESTRING (-43.2566 -22.8053, 13.2877 52.5597)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, 13.2877 52.5597)",0.0,0.0,0.0,0.0,0,EDDT_SBGL,0.0,0.0
365,SBGL,RJAA,Rio de Janeiro,Tokyo,POINT (-43.2566 -22.8053),POINT (140.3843 35.7702),"LINESTRING (-43.2566 -22.8053, 140.3843 35.7702)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, 140.3843 35.7702)",0.0,0.0,0.0,0.0,0,RJAA_SBGL,0.0,0.0
366,SBGL,EDDM,Rio de Janeiro,Munich,POINT (-43.2566 -22.8053),POINT (11.7861 48.3538),"LINESTRING (-43.2566 -22.8053, 11.7861 48.3538)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, 11.7861 48.3538)",0.0,0.0,0.0,0.0,0,EDDM_SBGL,0.0,0.0
367,SBGL,LFPG,Rio de Janeiro,Paris,POINT (-43.2566 -22.8053),POINT (2.55 49.0128),"LINESTRING (-43.2566 -22.8053, 2.55 49.0128)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, 2.55 49.0128)",0.0,0.0,4.0,149.0,875,LFPG_SBGL,1024.0,4.0
368,SBGL,SAEZ,Rio de Janeiro,Buenos Aires,POINT (-43.2566 -22.8053),POINT (-58.5373 -34.8165),"LINESTRING (-43.2566 -22.8053, -58.5373 -34.8165)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, -58.5373 -34.8165)",0.0,1.0,0.0,120.0,0,SAEZ_SBGL,120.0,1.0
369,SBGL,CYYZ,Rio de Janeiro,Toronto,POINT (-43.2566 -22.8053),POINT (-79.6145 43.6817),"LINESTRING (-43.2566 -22.8053, -79.6145 43.6817)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, -79.6145 43.6817)",0.0,0.0,0.0,0.0,0,CYYZ_SBGL,0.0,0.0
370,SBGL,MMMX,Rio de Janeiro,Mexico city,POINT (-43.2566 -22.8053),POINT (-99.0719 19.4361),"LINESTRING (-43.2566 -22.8053, -99.0719 19.4361)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, -99.0719 19.4361)",0.0,0.0,0.0,0.0,0,MMMX_SBGL,0.0,0.0
371,SBGL,CYVR,Rio de Janeiro,Vancouver,POINT (-43.2566 -22.8053),POINT (-123.1788 49.1951),"LINESTRING (-43.2566 -22.8053, -123.1788 49.1951)","LINESTRING (-43.2566 -22.8053, 2.55 49.0128, -123.1788 49.1951)",0.0,0.0,0.0,0.0,0,CYVR_SBGL,0.0,0.0
